node,x,y,OPERATOR,LEVEL0 BS
BS3,303.126,649.619,2,-1
BS3,303.126,649.619,2,-1
BS3,1944.83,-264.33,2,-1
BS3,1944.83,-264.33,2,-1
BS3,1944.83,-264.33,2,-1
BS3,1658.08,-965.153,2,-1
BS3,1658.08,-965.153,2,-1
BS3,1658.08,-965.153,2,-1
BS3,1032.84,-2051.65,2,-1
BS3,1032.84,-2051.65,2,-1
BS3,1032.84,-2051.65,2,-1
BS3,19.3854,-1984.71,2,-1
BS3,19.3854,-1984.71,2,-1
BS3,19.3854,-1984.71,2,-1
BS3,-766.413,-1821.63,2,-1
BS3,-766.413,-1821.63,2,-1
BS3,-766.413,-1821.63,2,-1
BS3,-1262.41,-617.992,2,-1
BS3,-1262.41,-617.992,2,-1
BS3,-1262.41,-617.992,2,-1
BS3,-1803.42,-175.443,2,-1
BS3,-1803.42,-175.443,2,-1
BS3,-1803.42,-175.443,2,-1
BS3,-1294.59,1021.44,2,-1
BS3,-1294.59,1021.44,2,-1
BS3,-1294.59,1021.44,2,-1
BS3,-1309.07,1779.76,2,-1
BS3,-1309.07,1779.76,2,-1
BS3,-1309.07,1779.76,2,-1
BS3,-51.3376,1622.13,2,-1
BS3,-51.3376,1622.13,2,-1
BS3,-51.3376,1622.13,2,-1
BS3,1066.55,1701.9,2,-1
BS3,1066.55,1701.9,2,-1
BS3,1066.55,1701.9,2,-1
BS3,1436.53,732.764,2,-1
BS3,1436.53,732.764,2,-1
BS3,1436.53,732.764,2,-1
BS4,37.4695,176.059,3,-1
BS4,37.4695,176.059,3,-1
BS4,37.4695,176.059,3,-1
BS4,980.769,-297.645,3,-1
BS4,980.769,-297.645,3,-1
BS4,980.769,-297.645,3,-1
BS4,804.141,-742.187,3,-1
BS4,804.141,-742.187,3,-1
BS4,804.141,-742.187,3,-1
BS4,-525.646,-747.76,3,-1
BS4,-525.646,-747.76,3,-1
BS4,-525.646,-747.76,3,-1
BS4,-1129.14,-145.467,3,-1
BS4,-1129.14,-145.467,3,-1
BS4,-1129.14,-145.467,3,-1
BS4,-422.093,890.935,3,-1
BS4,-422.093,890.935,3,-1
BS4,-422.093,890.935,3,-1
BS4,806.717,779.041,3,-1
BS4,806.717,779.041,3,-1
BS4,806.717,779.041,3,-1
BS4,2176.09,229.365,3,-1
BS4,2176.09,229.365,3,-1
BS4,2176.09,229.365,3,-1
BS4,1405.67,-907.639,3,-1
BS4,1405.67,-907.639,3,-1
BS4,1405.67,-907.639,3,-1
BS4,1179.15,-1544.35,3,-1
BS4,1179.15,-1544.35,3,-1
BS4,1179.15,-1544.35,3,-1
BS4,250.068,-1884.67,3,-1
BS4,250.068,-1884.67,3,-1
BS4,250.068,-1884.67,3,-1
BS4,-1094.19,-1472.53,3,-1
BS4,-1094.19,-1472.53,3,-1
BS4,-1094.19,-1472.53,3,-1
BS4,-1561.48,-860.618,3,-1
BS4,-1561.48,-860.618,3,-1
BS4,-1561.48,-860.618,3,-1
BS4,-1759.42,144.789,3,-1
BS4,-1759.42,144.789,3,-1
BS4,-1759.42,144.789,3,-1
BS4,-1367.67,1094.78,3,-1
BS4,-1367.67,1094.78,3,-1
BS4,-1367.67,1094.78,3,-1
BS4,-1038.08,1423.78,3,-1
BS4,-1038.08,1423.78,3,-1
BS4,-1038.08,1423.78,3,-1
BS4,183.441,1729.43,3,-1
BS4,183.441,1729.43,3,-1
BS4,183.441,1729.43,3,-1
BS4,1020.27,2029.37,3,-1
BS4,1020.27,2029.37,3,-1
BS4,1020.27,2029.37,3,-1
BS4,1712.48,614.27,3,-1
BS4,1712.48,614.27,3,-1
BS4,1712.48,614.27,3,-1
UE1,405.452,-356.263,0,2
UE1,386.744,-253.174,0,2
UE1,243.8,151.418,0,0
UE1,-106.286,542.957,-1,-1
UE1,-286.043,-302.088,-1,-1
UE1,-121.197,-393.938,0,2
UE1,363.104,-154.454,0,2
UE1,117.949,370.023,0,0
UE1,-183.525,404.127,0,0
UE1,480.82,-132.313,-1,-1
UE1,-223.304,429.428,-1,-1
UE1,-270.059,187.002,0,1
UE1,-108.079,-222.642,0,2
UE1,410.043,-377.898,0,2
UE1,-163.802,-76.3835,0,1
UE1,123.824,368.854,0,0
UE1,185.362,-31.6063,0,2
UE1,117.661,81.5831,0,0
UE1,-214.744,281.93,0,1
UE1,567.98,-68.177,-1,-1
UE1,380.783,-287.326,0,2
UE1,-526.174,22.5327,0,1
UE1,279.726,390.937,0,0
UE1,-88.9736,385.002,0,0
UE1,-63.4848,277.501,0,0
UE1,95.7384,441.162,0,0
UE1,429.307,-148.248,0,2
UE1,420.059,-177.995,-1,-1
UE1,172.329,-492.482,-1,-1
UE1,-328.376,-127.897,0,1
UE1,433.577,-253.428,0,2
UE1,255.246,-480.418,0,2
UE1,363.601,-418.919,0,2
UE1,256.112,-82.3087,0,2
UE1,-176.983,528.015,-1,-1
UE1,78.9824,244.702,0,0
UE1,-360.468,-317.724,-1,-1
UE1,495.057,99.9371,0,0
UE1,-247.461,211.15,0,1
UE1,44.162,471.417,0,0
UE1,-359.194,-145.504,0,1
UE1,-90.9573,401.207,-1,-1
UE1,245.294,116.786,0,0
UE1,360.61,401.295,0,0
UE1,465.561,117.644,0,0
UE1,9.52918,563.849,0,0
UE1,-150.373,48.685,0,1
UE1,180.277,-268.362,0,2
UE1,514.352,-2.40898,-1,-1
UE1,-310.319,-61.8332,0,1
UE1,-73.6756,-488.003,-1,-1
UE1,-337.003,1.43781,0,1
UE1,-374.772,190.628,0,1
UE1,406.419,324.638,0,0
UE1,196.515,-274.551,0,2
UE1,-368.1,32.3351,0,1
UE1,136.885,-487.985,0,2
UE1,467.542,-262.939,-1,-1
UE1,131.401,-5.59277,0,2
UE1,-7.49827,-103.946,0,2
UE1,-19.5878,-572.568,-1,-1
UE1,253.872,-19.4494,0,2
UE1,488.251,196.467,-1,-1
UE1,-141.293,-7.69426,0,1
UE1,-80.7213,-82.3912,0,1
UE1,-219.892,262.866,0,1
UE1,72.318,-530.238,0,2
UE1,-88.32,-240.17,0,2
UE1,-400.444,326.163,-1,-1
UE1,282.232,16.6355,0,0
UE1,251.756,318.685,0,0
UE1,-327.707,-452.328,-1,-1
UE1,-46.2868,432.651,0,0
UE1,93.3406,-279.129,0,2
UE1,-307.901,-291.454,-1,-1
UE1,-92.6753,336.146,0,0
UE1,-301.68,-49.2387,0,1
UE1,-410.989,-162.469,0,1
UE1,114.82,98.2164,0,0
UE1,-299.667,-395.37,-1,-1
UE1,39.1741,31.8047,0,0
UE1,453.302,295.857,-1,-1
UE1,345.071,-377.612,0,2
UE1,260.15,136.265,0,0
UE1,-144.616,-88.1611,0,1
UE1,-493.225,2.6696,0,1
UE1,-194.324,-109.37,0,1
UE1,-262.372,-462.242,-1,-1
UE1,-78.8566,-387.286,0,2
UE1,260.408,211.988,0,0
UE1,365.04,20.8838,0,0
UE1,-120.638,-404.366,0,2
UE1,-122.449,-269.858,0,2
UE1,371.698,355.614,0,0
UE1,-250.145,439.549,-1,-1
UE1,-374.373,-81.4027,0,1
UE1,73.9905,-450.527,0,2
UE1,-199.708,417.658,0,0
UE1,-309.753,191.012,0,1
UE1,472.5,-330.76,0,2
UE1,-363.949,36.8439,0,1
UE1,-18.5991,-146.531,0,2
UE1,-345.163,-115.248,0,1
UE1,256.857,-153.912,0,2
UE1,58.4399,-64.6837,0,0
UE1,-420.444,-338.945,-1,-1
UE1,-286.525,147.391,0,1
UE1,-159.606,100.061,0,1
UE1,-374.373,-192.566,0,1
UE1,447.655,-319.201,-1,-1
UE1,-119.066,361.677,-1,-1
UE1,-92.8704,129.815,0,1
UE1,437.303,178.238,-1,-1
UE1,-73.7521,-390.196,-1,-1
UE1,414.982,187.689,-1,-1
UE1,-422.289,72.7792,0,1
UE1,256.607,40.6465,0,0
UE1,-324.761,-293.929,0,1
UE1,-339.455,-248.209,-1,-1
UE1,222.984,-325.417,-1,-1
UE1,-366.467,-129.295,-1,-1
UE1,-316.186,475.135,-1,-1
UE1,48.5251,-498.781,-1,-1
UE1,290.087,171.446,-1,-1
UE1,-130.918,557.899,-1,-1
UE1,2.77554,442.178,-1,-1
UE1,-393.435,210.345,-1,-1
UE1,-206.772,-343.805,-1,-1
UE1,-39.5889,355.398,-1,-1
UE1,322.032,-88.9502,-1,-1
UE1,377.958,17.0097,-1,-1
UE1,78.387,-67.5466,-1,-1
UE1,-275.292,-303.265,-1,-1
UE1,-216.4,-175.503,-1,-1
UE1,379.425,84.8937,-1,-1
UE1,-135.273,-421.665,-1,-1
UE1,101.276,-66.3826,-1,-1
UE1,-431.589,-194.482,-1,-1
UE1,139.466,-444.669,-1,-1
UE1,167.614,14.9293,-1,-1
UE1,-190.517,-226.518,-1,-1
UE1,-66.56,-125.433,-1,-1
UE1,214.824,-256.464,-1,-1
UE1,-199.076,-56.512,-1,-1
UE1,-75.8577,-401.356,-1,-1
UE1,-479.506,110.707,-1,-1
UE1,310.15,-143.393,-1,-1
UE1,26.0834,-432.45,-1,-1
UE1,213.786,-277.176,-1,-1
UE1,158.183,-520.721,-1,-1
UE1,178.136,-365.937,1,5
UE1,-488.464,66.0403,-1,-1
UE1,-119.546,-31.9579,1,4
UE1,-275.668,192.834,-1,-1
UE1,-118.852,-353.132,1,4
UE1,-298.465,152.076,-1,-1
UE1,-76.5219,-162.962,1,4
UE1,-339.577,254.631,-1,-1
UE1,-511.783,227.092,-1,-1
UE1,-109.345,-198.114,1,4
UE1,-197.42,74.2435,1,4
UE1,259.029,-239.503,1,3
UE1,-459.652,45.4603,-1,-1
UE1,310.394,-128.361,1,3
UE1,493.75,27.5071,1,3
UE1,70.9309,521.171,-1,-1
UE1,54.5762,482.11,1,3
UE1,-471.022,-188.953,1,4
UE1,10.9478,-566.286,1,5
UE1,293.071,253.763,1,3
UE1,-309.698,288.783,-1,-1
UE1,33.9991,-138.019,1,3
UE1,-163.485,-187.645,1,4
UE1,-122.018,-90.7693,1,4
UE1,209.019,216.126,1,3
UE1,72.8478,429.65,1,3
UE1,-154.369,104.696,1,3
UE1,511.115,-186.784,1,3
UE1,-15.9379,-541.602,1,5
UE1,68.0001,496.45,1,3
UE1,-290.317,-260.384,1,4
UE1,-457.232,-270.927,1,4
UE1,113.493,188.886,1,3
UE1,-397.866,-383.389,1,4
UE1,382.461,314.065,-1,-1
UE1,-273.457,297.237,-1,-1
UE1,-34.6221,225.851,1,3
UE1,-522.803,-172.307,1,4
UE1,-124.11,188.033,1,3
UE1,392.543,-50.568,1,3
UE1,-230.814,119.453,-1,-1
UE1,508.128,133.61,-1,-1
UE1,-202.027,535.886,-1,-1
UE1,-25.9611,-129.885,1,4
UE1,376.549,-416.502,1,5
UE1,140.314,-375.809,1,5
UE1,-297.181,205.412,-1,-1
UE1,-213.636,378.604,-1,-1
UE1,-547.651,-132.784,1,4
UE1,-462.046,44.849,-1,-1
UE1,-197.899,-494.788,1,4
UE1,368.505,430.154,-1,-1
UE1,477.669,29.4014,1,3
UE1,240.446,-244.107,1,3
UE1,286.73,-449.344,1,5
UE1,131.606,-265.898,1,5
UE1,503.159,185.755,-1,-1
UE1,289.585,192.913,1,3
UE1,303.6,-422.148,1,5
UE1,-422.423,244.968,-1,-1
UE1,15.525,-272.176,1,3
UE1,72.55,221.227,1,3
UE1,-315.07,-278.614,1,4
UE1,-27.6689,-224.065,1,4
UE1,-266.407,24.941,1,4
UE1,75.0447,-229.115,1,3
UE1,508.469,231.574,-1,-1
UE1,103.951,122.867,1,3
UE1,-44.6085,-44.9288,1,3
UE1,-356.842,166.723,-1,-1
UE1,192.763,-217.412,1,3
UE1,-68.2163,-549.744,1,5
UE1,387.026,352.852,-1,-1
UE1,-125.152,553.39,-1,-1
UE1,-317.341,-364.597,1,4
UE1,-147.993,-331.107,1,4
UE1,482.998,-246.128,1,3
UE1,-396.349,-150.884,1,4
UE1,-265.686,159.395,-1,-1
UE1,-190.728,-512.809,1,4
UE1,-405.333,-8.61593,1,4
UE1,390.191,194.901,1,3
UE1,-241.316,111.075,-1,-1
UE1,-81.4685,-110.955,1,4
UE1,26.4711,160.663,1,3
UE1,-170.798,-24.7223,1,4
UE1,-145.001,251.559,-1,-1
UE1,386.482,27.2223,1,3
UE1,278.07,146.358,1,3
UE1,-423.638,240.726,-1,-1
UE1,183.238,-1.90019,1,3
UE1,431.175,348.562,-1,-1
UE1,468.396,-48.6445,-1,-1
UE1,-354.31,82.5377,-1,-1
UE1,219.25,-64.5517,1,4
UE1,-112.841,373.746,-1,-1
UE1,-205.319,-284.885,1,4
UE1,162.406,30.1473,1,4
UE1,-413.016,-235.119,1,4
UE1,333.106,396.871,-1,-1
UE1,23.7267,-468.776,1,5
UE1,138.296,-106.116,1,4
UE1,472.953,-279.805,1,5
UE1,-554.68,-150.412,-1,-1
UE1,162.429,541.476,-1,-1
UE1,-72.0243,-249.104,1,5
UE1,482.92,193.893,-1,-1
UE1,85.7034,86.0365,1,5
UE1,-439.113,56.8842,-1,-1
UE1,-354.976,135.863,-1,-1
UE1,-13.1281,-495.674,1,5
UE1,282.422,-228.493,1,5
UE1,429.115,349.958,-1,-1
UE1,-475.294,65.0612,-1,-1
UE1,-367.802,-264.972,-1,-1
UE1,-344.914,5.14269,-1,-1
UE1,-65.4966,355.957,-1,-1
UE1,-241.003,80.525,-1,-1
UE1,-179.16,545.688,-1,-1
UE1,160.289,377.013,-1,-1
UE1,518.817,-165.961,-1,-1
UE1,-16.8561,-59.5128,1,5
UE1,-147.957,-504.876,1,5
UE1,232.535,85.0196,-1,-1
UE1,-357.003,195.494,-1,-1
UE1,-173.355,-158.842,1,5
UE1,35.9351,410.405,-1,-1
UE1,-313.151,-129.583,-1,-1
UE1,-105.676,49.1301,-1,-1
UE1,97.5197,22.5941,1,5
UE1,-230.336,-353.106,1,5
UE1,-424.718,362.71,-1,-1
UE1,473.567,-232.647,1,5
UE1,187.381,201.827,-1,-1
UE1,151.11,-287.54,1,5
UE1,-57.6844,-505.572,1,5
UE1,99.2625,368.737,-1,-1
UE1,134.496,-534.603,1,5
UE1,-64.4017,526.481,-1,-1
UE1,393.06,274.05,-1,-1
UE1,-268.176,407.567,-1,-1
UE1,270.525,-345.674,1,5
UE1,58.9606,368.417,-1,-1
UE1,414.498,-215.453,1,5
UE1,-546.601,144.294,-1,-1
UE1,-77.6999,-181.363,1,5
UE1,-155.871,6.07018,-1,-1
UE1,353.172,124.4,-1,-1
UE1,208.823,-133.866,1,5
UE1,-293.671,-398.606,-1,-1
UE1,-356.069,-3.86834,2,7
UE1,-484.263,-42.7571,2,7
UE1,133.211,-288.467,2,8
UE1,-122.96,-119.388,2,8
UE1,292.013,392.798,-1,-1
UE1,70.4083,-398.084,2,8
UE1,-420.933,183.689,2,7
UE1,424.4,198.419,-1,-1
UE1,545.019,183.457,-1,-1
UE1,-163.118,378.663,2,7
UE1,437.508,-132.325,-1,-1
UE1,-147.757,51.045,2,7
UE1,-224.53,-488.5,-1,-1
UE1,533.845,-58.3426,-1,-1
UE1,-486.414,-52.5629,2,7
UE1,-369.168,403.34,2,7
UE1,17.1906,160.063,2,8
UE1,-87.3797,-413.384,2,8
UE1,-158.448,-492.875,-1,-1
UE1,-149.659,-342.71,2,8
UE1,-209.551,-120.282,2,7
UE1,163.962,-212.576,2,8
UE1,13.1087,413.393,2,6
UE1,-32.0604,279.818,2,6
UE1,241.244,-448.41,2,8
UE1,188.7,490.253,-1,-1
UE1,-383.439,256.081,2,7
UE1,139.674,-98.4605,2,8
UE1,-542.303,-23.091,2,7
UE1,85.5029,-25.4529,2,8
UE1,-260.051,-198.868,2,7
UE1,465.555,-248.756,-1,-1
UE1,-372.662,271.624,2,7
UE1,-127.627,130.723,2,7
UE1,-129.899,47.8609,2,7
UE1,-93.6021,-12.0081,2,8
UE1,37.8528,351.245,2,6
UE1,16.965,398.508,2,6
UE1,315.756,-265.618,2,8
UE1,-103.191,-477.644,-1,-1
UE1,-137.177,532.323,-1,-1
UE1,-461.443,-137.59,2,7
UE1,-370.178,-110.686,2,7
UE1,28.2817,-129.808,2,8
UE1,-247.885,429.285,2,7
UE1,494.625,259.584,-1,-1
UE1,536.151,212.314,-1,-1
UE1,59.0842,-386.754,2,8
UE1,-143.716,-168.403,2,8
UE1,-153.034,-60.6129,2,8
UE1,45.8381,156.978,2,8
UE1,296.975,239.85,2,6
UE1,-328.557,95.0098,2,7
UE1,291.857,-171.204,2,8
UE1,298.364,-348.269,2,8
UE1,209.165,84.5499,2,8
UE1,-435.956,-110.073,2,7
UE1,98.6338,-137.008,2,8
UE1,431.441,157.329,-1,-1
UE1,231.791,275.284,2,6
UE1,-185.259,193.488,2,7
UE1,-174.721,336.376,2,7
UE1,40.6005,178.238,2,8
UE1,413.148,-336.06,-1,-1
UE1,5.86225,387.594,2,6
UE1,354.495,-157.933,2,8
UE1,-115.118,-23.2112,2,8
UE1,441.826,-365.165,-1,-1
UE1,-404.753,323.104,2,7
UE1,-141.723,254.921,2,7
UE1,-333.579,138.557,2,7
UE1,-478.376,310.37,2,7
UE1,292.91,-1.56068,2,8
UE1,124.858,51.5421,2,8
UE1,200.479,-163.409,2,8
UE1,-277.491,102.272,2,7
UE1,-438.172,253.724,2,7
UE1,-157.261,-430.45,-1,-1
UE1,303.098,-321.069,2,8
UE1,-197.051,21.4602,2,7
UE1,362.204,85.5372,2,8
UE1,-393.22,-186.208,2,7
UE1,-377.629,103.428,2,7
UE1,-500.086,-181.605,-1,-1
UE1,-54.864,540.398,-1,-1
UE1,380.982,298.414,-1,-1
UE1,-72.6404,407.308,2,6
UE1,-129.094,-275.02,2,8
UE1,68.0793,-492.496,-1,-1
UE1,-231.613,408.771,-1,-1
UE1,476.419,-176.994,-1,-1
UE1,309.11,-155.743,-1,-1
UE1,-435.563,-129.194,-1,-1
UE1,371.653,-21.8131,-1,-1
UE1,109.46,381.613,2,6
UE1,-277.53,-60.7963,2,6
UE1,143.44,-119.525,-1,-1
UE1,127.138,-315.158,-1,-1
UE1,-320.416,-139.071,2,6
UE1,171.595,497.304,-1,-1
UE1,-5.31058,317.5,2,6
UE1,-410.395,-90.9847,-1,-1
UE1,109.338,-244.097,-1,-1
UE1,157.791,-413.714,-1,-1
UE1,208.21,-57.1905,-1,-1
UE1,-6.55991,547.571,-1,-1
UE1,209.999,-122.627,-1,-1
UE1,-26.0334,391.229,2,6
UE1,85.2118,-276.379,-1,-1
UE1,23.3028,-22.4165,2,6
UE1,-58.7727,-365.853,-1,-1
UE1,12.5214,451.984,2,6
UE1,-136.502,-14.7388,2,6
UE1,160.569,-40.1844,-1,-1
UE1,-203.146,106.605,2,6
UE1,406.075,-245.11,-1,-1
UE1,-374.765,93.8117,2,6
UE1,82.1213,292.927,2,6
UE1,-36.0417,-59.3713,2,6
UE1,304.57,-337.373,-1,-1
UE1,112.266,164.14,2,6
UE1,-151.745,-20.3588,2,6
UE1,-146.662,488.646,2,6
UE1,-173.305,-35.5295,2,6
UE1,361.643,76.1867,-1,-1
UE1,411.56,287.883,-1,-1
UE1,148.944,-303.188,-1,-1
UE1,-232.968,242.596,2,6
UE1,-268.48,196.725,2,6
UE1,-461.811,246.06,-1,-1
UE1,-333.735,19.2284,2,6
UE1,-562.887,6.40265,-1,-1
UE1,102.524,-473.392,-1,-1
UE1,48.8613,382.712,2,6
UE1,-34.5256,-176.041,-1,-1
UE1,491.392,222.294,-1,-1
UE1,95.3778,432.371,2,6
UE1,387.617,-141.999,-1,-1
UE1,-273.761,289.183,2,6
UE1,-288.46,-226.252,-1,-1
UE1,366.016,-316.358,-1,-1
UE1,256.802,412.526,-1,-1
UE1,404.032,119.425,-1,-1
UE1,366.827,116.722,-1,-1
UE1,263.599,-295.573,-1,-1
UE1,-37.9038,342.543,-1,-1
UE1,176.299,-473.13,-1,-1
UE1,-159.494,413.796,-1,-1
UE1,-416.063,78.238,-1,-1
UE1,244.178,59.1477,-1,-1
UE1,-123.897,-140.544,3,11
UE1,490.577,206.091,3,9
UE1,-17.0365,-46.6546,3,11
UE1,-95.3396,111.908,3,10
UE1,-564.767,58.0299,3,10
UE1,-344.292,68.8113,3,10
UE1,-217.69,-402.929,-1,-1
UE1,428.851,234.019,3,9
UE1,107.369,176.816,3,9
UE1,51.6506,83.6978,3,11
UE1,-306.433,-221.599,-1,-1
UE1,-277.147,241.861,3,10
UE1,162.093,452.656,3,9
UE1,470.696,-8.4951,3,11
UE1,11.704,107.236,3,11
UE1,330.182,-424.103,-1,-1
UE1,351.461,426.964,3,9
UE1,-104.774,-516.63,-1,-1
UE1,146.288,-73.3933,3,11
UE1,298.22,-217.863,3,11
UE1,333.906,105.298,3,11
UE1,91.6109,-480.878,3,11
UE1,534.886,-6.13589,-1,-1
UE1,-213.654,89.7779,3,10
UE1,445.185,-33.6429,3,11
UE1,161.86,411.637,3,9
UE1,431.107,77.2879,3,11
UE1,272.594,-10.183,3,11
UE1,-73.9107,569.677,-1,-1
UE1,314.059,-262.502,3,11
UE1,491.155,81.3924,3,11
UE1,-162.19,170.692,3,10
UE1,-89.4693,-147.16,3,11
UE1,442.833,3.3173,3,11
UE1,265.18,479.139,3,9
UE1,269.5,-2.12169,3,11
UE1,-60.5292,505.56,3,9
UE1,275.847,-113.344,3,11
UE1,-228.23,-269.517,-1,-1
UE1,-411.228,198.395,3,10
UE1,447.545,-75.7061,3,11
UE1,57.4426,248.245,3,9
UE1,71.6232,264.2,3,9
UE1,-251.421,55.2946,3,10
UE1,427.74,373.594,3,9
UE1,83.0178,528.212,3,9
UE1,-192.954,305.258,3,10
UE1,-374.299,-51.5933,3,10
UE1,-150.235,119.731,3,10
UE1,-254.86,-181.169,-1,-1
UE1,402.571,331.331,3,9
UE1,-502.232,-208.581,-1,-1
UE1,14.7712,-525.397,-1,-1
UE1,-204.466,-34.3348,3,10
UE1,-11.6757,225.131,3,10
UE1,432.246,324.297,3,9
UE1,-124.329,138.451,3,10
UE1,393.176,191.365,3,9
UE1,-201.658,371.926,3,10
UE1,56.2194,-380.051,3,11
UE1,-576.117,-23.2352,3,10
UE1,-170.584,502.595,-1,-1
UE1,-404.122,333.133,3,10
UE1,-79.672,504.378,3,9
UE1,494.493,-214.987,-1,-1
UE1,107.587,56.419,3,11
UE1,-170.373,-428.82,-1,-1
UE1,350.658,-157.969,3,11
UE1,-383.715,74.9366,3,10
UE1,-440.748,-219.007,-1,-1
UE1,-362.126,-306.385,-1,-1
UE1,-451.735,-348.728,-1,-1
UE1,88.4876,-466.337,3,11
UE1,-180.145,-61.7241,3,10
UE1,73.1487,321.176,3,9
UE1,-463.697,-157.961,-1,-1
UE1,-240.548,475.992,-1,-1
UE1,-445.342,-199.078,-1,-1
UE1,-230.789,-476.455,-1,-1
UE1,-451.697,5.85936,3,10
UE1,-95.0873,-426.998,-1,-1
UE1,-202.038,-306.588,-1,-1
UE1,98.518,432.076,3,9
UE1,278.524,-387.328,3,11
UE1,357.454,113.703,3,11
