0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
-107.524,-100.91,-114.817,-128.973,-119.823,-126.891,-112.364,-119.147,-116.32,-120.42,-127.694,-136.696,-129.784,-126.616,-133.192,-131.959,-126.641,-126.456,-117.461,-113.139,-94.3655,-113.157,-122.627,-125.159,-123.578,-117.738,-124.128,-122.232,-126.334,-127.068,-130.252,-130.239,-133.408,-132.466,-132.778,-128.517,-128.319,-123.068,-112.932,-99.7097,-116.015,-124.336,-125.265,-125.449,-119.959,-124.859,-121.26,-125.41,-126.657,-132.43,-131.506,-132.135,-131.184,-132.031,-128.138,-127.086,-121.932,-110.659,-97.4458,-110.579,-122.273,-127.407,-122.615,-115.974,-123.27,-119.642,-126.672,-125.482,-130.02,-130.011,-132.23,-130.705,-132.382,-127.028,-126.358,-120.119
-98.7999,-119.669,-118.117,-105.652,-114.464,-123.149,-123.407,-129.431,-124.385,-121.18,-123.332,-123.361,-123.264,-131.214,-118.406,-131.972,-124.831,-132.592,-125.585,-104.887,-118.08,-112.856,-111.339,-114.791,-121.197,-121.654,-130.737,-127.954,-128.097,-124.367,-125.064,-123.687,-128.408,-128.507,-130.63,-128.81,-130.957,-129.578,-104.912,-119.357,-117.075,-114.292,-115.231,-122.829,-122.997,-131.173,-126.714,-126.632,-123.314,-128.352,-125.392,-126.446,-127.197,-129.797,-128.28,-130.518,-128.425,-103.384,-118.814,-115.948,-111.768,-119.302,-119.818,-120.529,-130.098,-126.484,-127.96,-123.177,-125.096,-123.072,-126.725,-126.394,-130.666,-127.592,-129.673,-127.497
-100.805,-118.206,-116.78,-119.542,-119.901,-118.719,-111.674,-128.063,-121.866,-127.771,-125.882,-131.833,-132.721,-128.835,-127.751,-134.117,-127.128,-127.366,-124.455,-99.7705,-110.8,-117.697,-121.518,-121.718,-117.397,-112.303,-127.446,-127.058,-129.604,-128.623,-130.069,-128.963,-131.025,-129.333,-129.631,-125.091,-126.53,-124.781,-99.2823,-113.427,-120.65,-123.125,-121.606,-120.066,-115.033,-128.324,-126.294,-128.64,-128.013,-132.484,-130.024,-129.726,-127.697,-128.711,-124.527,-125.744,-122.923,-96.0977,-112.102,-117.707,-121.644,-123.985,-115.87,-109.926,-127.196,-125.207,-129.747,-127.43,-130.045,-128.285,-129.691,-127.131,-129.208,-123.301,-124.65,-121.765
-110.619,-115.143,-105.588,-119.16,-123.104,-122.695,-123.256,-120.312,-122.62,-127.727,-121.565,-116.444,-128.17,-129.96,-128.698,-131.033,-130.139,-136.623,-124.931,-114.5,-106.51,-104.558,-119.819,-124.161,-125.281,-121.584,-125.897,-121.323,-123.926,-124.107,-128.21,-128.705,-133.023,-132.745,-133.624,-130.343,-130.567,-125.925,-114.342,-107.528,-109.444,-121.885,-124.431,-126.888,-123.316,-126.233,-119.675,-122.594,-123.629,-130.578,-130.246,-131.575,-131.606,-132.918,-129.967,-129.554,-125.176,-112.094,-107.339,-101.126,-119.137,-126.812,-124.326,-120.216,-124.665,-118.868,-124.171,-122.166,-127.871,-128.699,-131.79,-131.073,-133.384,-129.056,-128.911,-123.655
-101.432,-116.795,-122.188,-120.646,-104.311,-119.109,-117.053,-137.61,-129.94,-125.181,-128.551,-123.558,-123.593,-134.391,-117.192,-119.08,-121.044,-123.461,-129.097,-90.5702,-119.229,-120.128,-118.709,-115.457,-113.457,-116.703,-130.971,-130.113,-131.243,-128.669,-128.475,-126.137,-127.527,-125.698,-127.194,-124.66,-128.119,-128.605,-91.433,-120.758,-122.924,-120.136,-115.019,-116.14,-118.027,-131.668,-129.285,-130.157,-127.855,-131.253,-127.068,-125.953,-123.765,-126.125,-123.942,-127.936,-126.962,-98.3291,-120.002,-121.391,-119.432,-118.216,-111.116,-115.584,-130.75,-128.681,-131.214,-127.785,-128.663,-124.917,-125.853,-122.918,-127.086,-123.136,-126.82,-126.261
-102.627,-127.629,-124.621,-104.553,-111.185,-115.729,-126.753,-129.586,-127.496,-123.854,-124.735,-127.151,-124.379,-129.133,-125.62,-132.04,-124.454,-118.549,-127.19,-107.971,-120.207,-114.322,-108.207,-112.026,-121.652,-122.986,-131.709,-128.853,-128.511,-124.001,-123.875,-122.036,-127.382,-127.934,-130.524,-129.281,-131.663,-130.621,-108.06,-121.305,-118.081,-111.483,-112.713,-123.07,-124.145,-132.102,-127.618,-127.004,-122.82,-127.448,-123.891,-125.207,-126.694,-129.702,-128.749,-131.318,-129.519,-107.528,-120.843,-117.606,-109.226,-117.471,-120.325,-122.012,-131.084,-127.521,-128.304,-122.977,-124.001,-121.312,-125.57,-125.823,-130.666,-128.16,-130.493,-128.675
-89.0151,-114.21,-108.656,-111.266,-129.322,-111.348,-131.862,-130.595,-130.326,-129.543,-122.728,-121.601,-128.726,-126.63,-127.323,-139.329,-117.67,-142.18,-131.578,-105.76,-116.035,-110.215,-112.894,-117.238,-121.936,-121.315,-129.838,-126.778,-127.198,-124.009,-125.578,-124.76,-129.483,-129.476,-131.267,-129.043,-130.793,-128.828,-105.677,-117.402,-115.15,-115.796,-117.633,-123.62,-122.8,-130.266,-125.46,-125.71,-123.038,-128.693,-126.464,-127.653,-128.199,-130.459,-128.542,-130.235,-127.715,-103.024,-116.839,-113.424,-112.843,-121.185,-120.63,-120.082,-129.114,-125.175,-127.109,-122.62,-125.504,-124.346,-127.918,-127.467,-131.228,-127.787,-129.417,-126.68
-109.214,-123.782,-121.032,-110.528,-110.616,-128.431,-121.561,-131.325,-129.245,-134.093,-122.543,-122.212,-120.918,-130.562,-123.335,-130.704,-125.936,-134.59,-132.384,-108.476,-121.933,-117.492,-109.181,-107.744,-120.542,-123.169,-132.569,-130.158,-129.813,-125.218,-124.012,-121.152,-125.853,-126.436,-129.499,-128.78,-131.648,-131.264,-108.646,-122.998,-120.598,-111.47,-108.417,-121.845,-124.166,-132.995,-129.041,-128.406,-124.051,-127.625,-122.802,-123.505,-125.122,-128.636,-128.211,-131.439,-130.101,-109.123,-122.53,-120.223,-110.889,-114.377,-119.15,-122.317,-132.054,-128.919,-129.597,-124.429,-124.304,-119.942,-123.846,-124.137,-129.741,-127.707,-130.578,-129.363
-107.585,-123.425,-125.506,-122.071,-112.249,-115.287,-116.11,-132.218,-125.921,-138.148,-127.421,-134.101,-121.559,-137.699,-121.7,-127.373,-118.467,-130.373,-124.761,-98.4056,-119.188,-122.138,-121.772,-118.52,-109.009,-112.886,-130.539,-130.534,-132.169,-130.219,-130.181,-127.976,-128.357,-125.563,-126.071,-122.259,-126.206,-127.543,-98.6452,-120.785,-124.585,-122.95,-117.983,-112.974,-114.275,-131.371,-129.864,-131.223,-129.514,-132.694,-128.698,-127.096,-123.397,-124.904,-121.437,-126.096,-125.614,-103.144,-119.954,-122.867,-122.349,-120.251,-105.903,-111.764,-130.507,-129.085,-132.2,-129.361,-130.352,-126.781,-126.855,-122.683,-125.726,-120.408,-124.804,-125.014
-104.063,-121.765,-123.146,-104.673,-113.451,-122.399,-129.57,-132.819,-127.134,-127.713,-126.976,-122.329,-118.184,-123.918,-128.351,-132.881,-126.044,-125.741,-134.101,-111.39,-122.136,-115.883,-104.387,-109.017,-122.475,-124.419,-132.647,-129.704,-128.905,-123.613,-122.488,-120.07,-126.356,-127.519,-130.591,-129.918,-132.453,-131.654,-111.494,-123.084,-119.143,-107.909,-110.157,-123.653,-125.418,-132.996,-128.475,-127.363,-122.3,-126.403,-122.146,-123.923,-126.394,-129.795,-129.394,-132.184,-130.614,-111.385,-122.69,-119.199,-106.462,-115.673,-121.245,-123.573,-132.028,-128.5,-128.629,-122.785,-122.733,-119.237,-124.409,-125.465,-130.841,-128.9,-131.387,-129.837
-98.1286,-115.545,-110.207,-113.759,-124.343,-125.335,-130.096,-130.2,-121.178,-118.468,-117.995,-122.221,-129.198,-126.898,-124.534,-128.581,-132.605,-135.742,-126.047,-113.643,-117.228,-101.723,-110.737,-119.268,-125.202,-124.278,-129.965,-125.352,-124.654,-120.598,-123.823,-124.254,-130.493,-131.163,-133.068,-131.155,-132.445,-129.76,-113.584,-118.035,-109.173,-114.271,-119.878,-126.565,-125.593,-130.182,-123.656,-122.772,-119.493,-127.07,-126.337,-128.62,-130.128,-132.356,-130.726,-131.821,-128.962,-111.874,-117.795,-108.956,-109.49,-123.068,-124.152,-123.209,-128.962,-123.82,-124.456,-118.733,-123.516,-124.382,-129.024,-129.448,-133.074,-130.046,-131.139,-127.882
-109.612,-108.188,-113.256,-118.446,-120.84,-119.534,-111.422,-122.02,-126.72,-127.798,-125.842,-127.023,-132.302,-131.683,-125.334,-126.888,-125.063,-124.408,-117.606,-110.95,-98.2226,-114.577,-122.559,-124.561,-122.239,-115.945,-124.696,-123.549,-127.316,-127.634,-130.372,-130.098,-132.966,-131.819,-132.056,-127.584,-127.599,-122.998,-110.707,-103.348,-117.486,-124.242,-124.619,-124.273,-118.406,-125.53,-122.69,-126.402,-127.177,-132.593,-131.306,-131.703,-130.459,-131.273,-127.173,-126.407,-121.59,-108.216,-100.993,-112.853,-122.318,-126.79,-121.197,-113.94,-124.068,-121.171,-127.607,-126.159,-130.191,-129.765,-131.764,-129.971,-131.633,-126.003,-125.586,-119.868
-106.375,-115.051,-100.49,-111.997,-121.148,-129.286,-129.485,-117.265,-118.753,-119.9,-119.104,-122.952,-127.285,-126.981,-128.726,-132.949,-134.41,-133.383,-130.414,-115.803,-113.559,-90.6028,-116.389,-122.839,-126.299,-124.027,-127.973,-122.312,-122.633,-121.097,-125.911,-126.865,-132.338,-132.651,-134.026,-131.509,-132.138,-128.283,-115.698,-114.076,-103.08,-118.913,-123.275,-127.708,-125.473,-128.122,-120.311,-120.789,-120.423,-128.577,-128.705,-130.712,-131.624,-133.346,-131.128,-131.311,-127.647,-113.808,-114.054,-98.055,-115.264,-125.882,-125.353,-122.879,-126.703,-120.379,-122.647,-118.82,-125.477,-127.075,-131.04,-131.04,-133.916,-130.358,-130.696,-126.363
-104.749,-118.71,-111.296,-114.669,-123.938,-126.142,-125.746,-129.253,-115.869,-123.624,-119.221,-125.981,-127.073,-133.399,-127.442,-137.725,-130.854,-129.991,-126.847,-115.032,-110.323,-98.9138,-118.243,-123.522,-125.779,-122.82,-126.907,-121.674,-123.204,-122.695,-127.145,-127.848,-132.702,-132.706,-133.828,-130.927,-131.358,-127.11,-114.899,-111.005,-106.252,-120.514,-123.869,-127.29,-124.404,-127.138,-119.812,-121.632,-122.14,-129.643,-129.526,-131.169,-131.62,-133.134,-130.548,-130.439,-126.426,-112.787,-110.939,-97.8317,-117.376,-126.364,-124.824,-121.566,-125.639,-119.458,-123.352,-120.594,-126.761,-127.94,-131.437,-131.061,-133.652,-129.709,-129.812,-125.029
-108.27,-101.234,-117.752,-120.369,-129.093,-127.09,-117.336,-126.409,-121.977,-125.854,-135.048,-127.858,-132.141,-132.61,-128.613,-125.672,-129.967,-125.938,-121.804,-112.67,-99.6347,-110.946,-121.517,-124.515,-123.805,-118.804,-124.903,-122.203,-125.77,-126.2,-129.534,-129.601,-133.1,-132.349,-132.871,-128.952,-128.998,-124.142,-112.465,-102.908,-114.37,-123.356,-124.668,-125.622,-120.873,-125.507,-121.034,-124.721,-125.749,-131.8,-130.95,-131.759,-131.095,-132.128,-128.564,-127.867,-123.107,-109.986,-101.611,-108.436,-121.098,-126.93,-122.812,-117.154,-123.945,-119.681,-126.068,-124.536,-129.283,-129.413,-131.889,-130.59,-132.531,-127.52,-127.15,-121.429
-111.603,-111.308,-102.42,-121.348,-121.172,-122.556,-123.804,-127.735,-119.143,-124.41,-122.791,-129.871,-129.15,-132.947,-132.661,-129.409,-132.012,-130.067,-129.883,-115.567,-107.416,-103.052,-119.894,-124.496,-125.856,-122.278,-125.865,-120.726,-123.265,-123.663,-128.095,-128.758,-133.231,-133.047,-133.955,-130.76,-130.925,-126.15,-115.422,-108.0,-107.94,-121.951,-124.786,-127.403,-123.942,-126.13,-118.932,-121.884,-123.218,-130.434,-130.33,-131.781,-131.943,-133.264,-130.396,-129.909,-125.494,-113.339,-108.037,-98.084,-119.136,-127.131,-124.934,-120.972,-124.532,-118.227,-123.527,-121.627,-127.72,-128.814,-132.013,-131.416,-133.726,-129.507,-129.297,-123.977
-101.511,-113.553,-116.58,-103.266,-117.944,-121.786,-126.775,-132.219,-122.587,-130.578,-124.576,-120.784,-125.737,-129.146,-128.654,-123.297,-127.094,-134.712,-127.53,-111.235,-119.108,-109.464,-107.085,-115.658,-123.737,-123.916,-131.065,-127.355,-126.668,-121.916,-123.196,-122.574,-128.854,-129.633,-131.935,-130.427,-132.257,-130.424,-111.233,-120.072,-114.306,-111.273,-116.395,-125.095,-125.143,-131.364,-125.908,-124.957,-120.67,-126.774,-124.688,-126.787,-128.536,-131.18,-129.951,-131.78,-129.482,-109.922,-119.711,-114.164,-106.795,-120.294,-122.574,-122.901,-130.26,-125.967,-126.432,-120.557,-123.111,-122.383,-127.213,-127.765,-132.023,-129.328,-131.032,-128.531
-102.447,-124.9,-125.338,-127.454,-126.64,-116.656,-112.009,-128.666,-130.921,-125.042,-131.941,-133.929,-129.56,-133.785,-127.162,-133.176,-124.036,-125.103,-125.8,-104.924,-110.76,-119.774,-123.447,-123.224,-116.582,-108.199,-126.804,-127.379,-130.371,-129.807,-131.218,-130.107,-131.633,-129.546,-129.322,-123.843,-124.982,-123.41,-104.624,-113.423,-122.281,-124.856,-123.048,-119.466,-111.798,-127.845,-126.79,-129.534,-129.266,-133.476,-131.041,-130.482,-127.854,-128.387,-123.278,-124.077,-121.196,-103.575,-111.996,-119.41,-123.575,-125.098,-115.175,-104.925,-126.763,-125.526,-130.558,-128.673,-131.199,-129.411,-130.384,-127.361,-128.755,-121.84,-122.862,-120.04
-86.5083,-115.96,-109.894,-115.71,-126.559,-129.523,-120.359,-126.255,-120.613,-119.191,-121.23,-126.544,-132.308,-127.525,-129.898,-132.368,-128.255,-129.083,-123.014,-105.771,-111.876,-109.518,-116.595,-120.086,-121.96,-119.698,-128.274,-125.4,-126.779,-124.88,-127.177,-126.695,-130.769,-130.345,-131.592,-128.633,-129.893,-127.197,-105.549,-113.683,-114.508,-118.987,-120.331,-123.812,-121.472,-128.775,-124.116,-125.422,-124.109,-129.946,-128.225,-129.153,-129.032,-130.789,-128.154,-129.16,-126.033,-101.587,-112.93,-111.218,-116.349,-123.306,-120.7,-118.23,-127.516,-123.536,-126.818,-123.36,-127.033,-126.348,-129.343,-128.387,-131.424,-127.268,-128.339,-124.827
-106.177,-119.456,-113.523,-113.588,-120.353,-120.34,-126.18,-133.118,-124.029,-125.566,-118.744,-121.951,-117.179,-126.128,-124.886,-138.15,-136.337,-136.612,-119.229,-107.867,-117.96,-110.685,-110.098,-115.678,-122.436,-122.517,-130.636,-127.393,-127.281,-123.309,-124.459,-123.505,-128.847,-129.201,-131.322,-129.537,-131.453,-129.733,-107.856,-119.127,-115.408,-113.484,-116.234,-123.963,-123.846,-131.012,-126.046,-125.712,-122.206,-127.815,-125.37,-126.871,-127.987,-130.527,-129.037,-130.968,-128.679,-106.175,-118.657,-114.483,-110.178,-120.135,-121.168,-121.413,-129.904,-125.918,-127.118,-121.997,-124.42,-123.1,-127.207,-127.213,-131.362,-128.36,-130.171,-127.714
-100.828,-113.963,-113.99,-112.734,-124.498,-119.547,-130.973,-131.964,-129.08,-126.19,-120.799,-122.901,-119.31,-135.753,-130.084,-134.234,-137.175,-133.912,-130.416,-106.976,-118.12,-111.582,-110.32,-115.202,-122.022,-122.281,-130.728,-127.649,-127.602,-123.668,-124.601,-123.467,-128.63,-128.921,-131.07,-129.304,-131.315,-129.736,-106.98,-119.318,-116.083,-113.583,-115.733,-123.574,-123.606,-131.124,-126.342,-126.068,-122.575,-127.951,-125.285,-126.646,-127.678,-130.262,-128.794,-130.852,-128.649,-105.39,-118.825,-115.121,-110.565,-119.733,-120.717,-121.178,-130.031,-126.184,-127.444,-122.412,-124.593,-122.982,-126.967,-126.89,-131.114,-128.118,-130.039,-127.702
-99.6468,-120.991,-116.741,-111.25,-121.144,-115.831,-123.337,-133.946,-133.053,-129.382,-113.261,-114.774,-125.709,-122.524,-129.899,-132.746,-137.328,-123.511,-126.939,-109.975,-117.355,-107.801,-110.248,-117.175,-123.461,-123.035,-130.285,-126.583,-126.347,-122.406,-124.283,-123.847,-129.522,-129.978,-131.984,-130.1,-131.749,-129.624,-109.93,-118.433,-113.324,-113.775,-117.754,-124.939,-124.383,-130.611,-125.121,-124.683,-121.305,-127.597,-125.795,-127.594,-128.831,-131.221,-129.628,-131.2,-128.657,-108.073,-118.028,-112.429,-109.816,-121.348,-122.278,-121.924,-129.455,-125.067,-126.181,-120.91,-124.147,-123.649,-127.954,-128.098,-132.003,-128.94,-130.445,-127.637
-98.4659,-125.872,-120.803,-118.795,-110.071,-122.764,-119.067,-129.964,-125.601,-128.174,-132.111,-131.995,-132.189,-127.581,-126.983,-130.765,-124.725,-117.988,-134.796,-66.6928,-116.776,-118.037,-118.297,-117.062,-115.783,-116.286,-129.973,-128.868,-130.214,-127.903,-128.341,-126.514,-128.666,-127.209,-128.459,-125.452,-128.159,-127.753,-68.5379,-118.522,-121.178,-120.007,-116.872,-118.339,-117.976,-130.668,-127.977,-129.093,-127.108,-131.1,-127.612,-127.102,-125.468,-127.471,-124.805,-127.775,-126.143,-84.378,-117.674,-119.26,-118.803,-120.022,-113.817,-114.855,-129.664,-127.311,-130.215,-126.873,-128.441,-125.548,-127.086,-124.711,-128.281,-123.895,-126.707,-125.288
-107.13,-112.435,-120.754,-129.206,-126.677,-123.616,-110.888,-120.75,-120.251,-130.539,-135.919,-131.504,-132.979,-134.774,-133.38,-129.42,-123.277,-116.834,-124.217,-108.401,-102.955,-116.049,-122.537,-123.923,-120.689,-113.97,-125.401,-124.838,-128.272,-128.205,-130.494,-129.947,-132.476,-131.097,-131.255,-126.566,-126.887,-123.13,-108.113,-107.084,-118.928,-124.173,-123.921,-122.925,-116.704,-126.307,-124.064,-127.367,-127.705,-132.755,-131.088,-131.226,-129.645,-130.429,-126.115,-125.769,-121.458,-105.464,-105.063,-114.978,-122.417,-126.113,-119.542,-111.67,-124.974,-122.656,-128.519,-126.84,-130.367,-129.5,-131.247,-129.148,-130.803,-124.883,-124.841,-119.885
-110.005,-117.894,-116.454,-131.026,-122.09,-126.154,-109.289,-129.583,-133.73,-130.614,-128.574,-135.24,-133.904,-129.334,-132.879,-131.213,-122.104,-121.467,-117.395,-97.6713,-114.488,-120.148,-122.247,-121.133,-113.971,-109.958,-128.451,-128.592,-130.908,-129.67,-130.538,-129.029,-130.314,-128.079,-128.178,-123.324,-125.612,-125.323,-97.3305,-116.621,-122.777,-123.649,-120.865,-117.243,-112.667,-129.375,-127.928,-129.993,-129.044,-132.939,-129.928,-129.086,-126.242,-127.164,-122.658,-125.053,-123.265,-98.3414,-115.505,-120.381,-122.544,-123.11,-112.06,-107.623,-128.381,-126.913,-131.02,-128.627,-130.588,-128.163,-128.958,-125.664,-127.7,-121.36,-123.799,-122.369
