0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227
-151.61,-139.286,-151.61,-152.575,-139.922,-152.575,-146.019,-132.873,-146.019,-129.986,-116.465,-129.986,-138.174,-131.096,-133.104,-150.885,-145.845,-146.667,-161.537,-151.849,-161.537,-163.321,-150.664,-163.321,-158.066,-145.153,-158.066,-152.613,-141.193,-152.613,-148.098,-138.598,-148.098,-138.949,-145.803,-147.097,-111.062,-128.305,-128.305,-140.971,-140.971,-127.177,-146.998,-146.998,-134.939,-151.22,-151.22,-141.873,-162.87,-158.388,-158.905,-163.65,-155.513,-163.65,-155.993,-155.993,-155.993,-145.963,-134.586,-145.963,-155.846,-143.672,-155.846,-149.581,-136.607,-149.581,-142.327,-130.195,-142.327,-139.85,-136.149,-132.659,-149.379,-147.262,-142.501,-156.298,-145.885,-156.298,-161.515,-148.884,-161.515,-157.631,-144.872,-157.631,-156.69,-144.608,-156.69,-150.594,-141.278,-150.594,-134.076,-142.923,-143.124,-110.034,-118.992,-122.545,-137.946,-137.946,-124.911,-149.021,-149.021,-136.277,-154.769,-154.769,-144.264,-155.561,-150.817,-151.723,-159.75,-151.663,-159.75,-156.483,-156.483,-156.483,-148.687,-135.552,-148.687,-156.361,-143.919,-156.361,-152.392,-139.338,-152.392,-141.979,-127.887,-141.979,-139.458,-136.759,-131.405,-148.071,-141.783,-145.002,-154.097,-144.003,-154.097,-160.614,-147.952,-160.614,-157.128,-144.177,-157.128,-156.267,-145.058,-156.267,-150.927,-143.879,-151.566,-137.79,-141.251,-144.485,-116.975,-131.017,-131.017,-135.31,-135.31,-120.626,-147.068,-147.068,-136.379,-153.205,-153.205,-144.376,-155.365,-150.896,-151.221,-161.474,-153.418,-161.474,-157.74,-157.74,-157.74,-145.818,-133.461,-145.818,-156.55,-144.027,-156.55,-153.182,-140.373,-153.182,-138.942,-126.458,-138.942,-134.906,-125.637,-132.447,-149.281,-142.572,-146.93,-155.559,-146.836,-155.559,-160.642,-148.116,-160.642,-158.276,-145.437,-158.276,-157.563,-145.673,-157.563,-150.318,-141.27,-150.318,-133.144,-141.741,-142.192,-105.921,-122.863,-122.863,-139.778,-139.778,-125.952,-146.461,-146.461,-133.626,-155.411,-155.411,-145.774,-156.126,-150.974,-152.784,-160.169,-152.877,-159.971,-157.175,-157.175,-157.175
-141.717,-129.822,-141.717,-151.162,-138.667,-151.162,-151.7,-138.442,-151.7,-141.314,-127.31,-141.314,-138.013,-132.599,-131.654,-147.62,-143.233,-142.825,-152.269,-142.972,-152.269,-170.537,-157.959,-170.537,-159.478,-146.517,-159.478,-160.374,-148.74,-160.374,-143.248,-133.344,-143.248,-131.04,-137.604,-139.191,-109.625,-127.925,-127.925,-144.691,-144.691,-130.823,-153.277,-153.277,-141.236,-165.074,-165.074,-155.6,-162.035,-157.959,-157.698,-163.453,-155.62,-163.453,-151.602,-151.602,-151.602,-146.347,-135.596,-146.347,-155.93,-143.972,-155.93,-149.203,-136.022,-149.203,-141.434,-128.692,-141.434,-141.133,-138.64,-133.263,-150.109,-148.627,-142.848,-156.51,-146.427,-156.51,-161.502,-148.949,-161.502,-157.432,-144.582,-157.432,-156.392,-144.132,-156.392,-149.924,-140.2,-149.924,-132.603,-141.314,-141.741,-103.173,-111.527,-116.812,-139.28,-139.28,-125.946,-149.911,-149.911,-137.229,-155.374,-155.374,-144.806,-155.998,-151.703,-151.741,-160.001,-152.234,-160.001,-156.584,-156.584,-156.584,-148.718,-135.82,-148.718,-156.409,-144.142,-156.409,-152.126,-138.954,-152.126,-141.662,-127.529,-141.662,-140.817,-139.321,-132.191,-148.725,-143.164,-144.922,-154.368,-144.676,-154.368,-160.601,-148.022,-160.601,-156.962,-143.956,-156.962,-155.895,-144.454,-155.895,-150.711,-142.813,-150.878,-136.694,-139.59,-143.249,-113.06,-128.074,-128.074,-137.14,-137.14,-122.575,-148.03,-148.03,-137.242,-153.835,-153.835,-144.83,-155.814,-151.798,-151.263,-161.698,-153.927,-161.698,-157.854,-157.854,-157.854,-146.076,-134.231,-146.076,-156.585,-144.224,-156.585,-152.888,-139.924,-152.888,-137.837,-124.575,-137.837,-136.246,-128.669,-131.986,-149.866,-143.825,-146.782,-155.868,-147.554,-155.868,-160.648,-148.225,-160.648,-158.105,-145.199,-158.105,-157.267,-145.2,-157.267,-149.623,-140.157,-149.623,-131.581,-140.008,-140.723,-100.023,-118.415,-118.415,-141.123,-141.123,-127.262,-147.502,-147.502,-134.743,-155.978,-155.978,-146.234,-156.537,-151.817,-152.767,-160.436,-153.464,-159.79,-157.299,-157.299,-157.299
-141.407,-127.737,-141.407,-159.991,-146.861,-159.991,-156.472,-144.298,-156.472,-148.956,-139.284,-148.956,-109.404,-94.4233,-109.404,-132.786,-125.943,-129.895,-152.08,-141.048,-152.08,-160.003,-147.106,-160.003,-156.917,-144.416,-156.917,-160.903,-150.83,-160.903,-144.642,-139.419,-146.295,-146.913,-156.585,-156.585,-122.021,-136.454,-136.454,-132.707,-134.601,-125.403,-156.085,-156.085,-142.718,-152.01,-152.01,-142.224,-149.588,-144.161,-146.381,-152.503,-143.419,-152.503,-150.262,-150.262,-150.262,-142.343,-128.804,-142.343,-154.37,-141.463,-154.37,-150.003,-138.581,-150.003,-143.466,-136.53,-144.688,-129.867,-122.33,-123.332,-144.595,-141.352,-137.924,-154.267,-142.701,-154.267,-160.766,-147.895,-160.766,-157.601,-145.489,-157.601,-157.105,-146.155,-157.105,-150.514,-145.825,-152.474,-137.582,-147.887,-147.887,-122.951,-136.01,-136.01,-132.523,-137.379,-130.605,-144.935,-144.935,-131.276,-151.586,-151.586,-140.465,-152.61,-146.767,-149.665,-157.794,-148.712,-157.794,-155.123,-155.123,-155.123,-147.082,-133.457,-147.082,-155.084,-142.071,-155.084,-152.416,-140.33,-152.416,-141.91,-129.564,-141.91,-128.939,-122.93,-120.584,-143.265,-134.687,-142.343,-151.649,-140.152,-151.649,-159.826,-146.915,-159.826,-156.912,-144.435,-156.912,-157.03,-147.291,-157.03,-149.926,-148.589,-153.64,-139.811,-148.593,-148.593,-127.327,-140.555,-140.555,-129.13,-132.353,-122.922,-141.5,-141.5,-129.567,-149.542,-149.542,-140.323,-152.354,-146.806,-149.035,-159.728,-150.792,-159.728,-156.39,-156.39,-156.39,-142.893,-128.966,-142.893,-155.34,-142.303,-155.34,-153.389,-141.685,-153.389,-139.218,-134.625,-142.059,-124.048,-107.461,-124.048,-144.955,-136.129,-144.845,-153.063,-142.992,-153.063,-159.768,-146.907,-159.768,-158.14,-145.809,-158.14,-158.007,-147.239,-158.007,-149.871,-146.004,-152.302,-136.827,-147.195,-147.195,-122.4,-136.685,-136.685,-137.307,-137.519,-127.459,-141.516,-141.516,-127.497,-152.303,-152.303,-142.196,-153.316,-147.063,-150.957,-158.189,-149.949,-158.189,-155.754,-155.754,-155.754
-143.206,-129.469,-143.206,-146.919,-133.761,-146.919,-159.031,-148.323,-159.031,-140.21,-139.329,-144.799,-116.679,-112.01,-123.841,-145.068,-136.109,-143.939,-149.897,-137.744,-149.897,-162.23,-149.319,-162.23,-156.014,-144.16,-156.014,-161.797,-153.078,-161.797,-163.295,-162.809,-167.42,-134.968,-145.411,-145.411,-128.077,-141.777,-141.777,-145.073,-153.88,-152.193,-135.942,-135.942,-121.269,-153.83,-153.83,-143.334,-156.44,-150.145,-153.933,-160.582,-150.674,-160.582,-155.182,-155.182,-155.182,-139.828,-125.53,-139.828,-153.206,-139.978,-153.206,-150.849,-141.42,-150.849,-142.081,-142.711,-147.211,-83.4883,-65.4885,-83.4883,-138.964,-134.511,-132.216,-152.438,-139.977,-152.438,-160.166,-147.266,-160.166,-157.726,-146.468,-157.726,-157.599,-147.88,-157.599,-149.742,-149.747,-154.115,-140.169,-151.093,-151.093,-129.509,-142.451,-142.451,-130.495,-140.536,-140.536,-141.46,-141.46,-127.371,-148.441,-148.441,-136.495,-149.582,-142.684,-147.524,-155.931,-145.977,-155.931,-153.947,-153.947,-153.947,-146.397,-133.462,-146.397,-154.106,-140.924,-154.106,-152.799,-142.105,-152.799,-143.097,-134.563,-143.46,-79.956,-64.4254,-75.7149,-137.884,-126.566,-137.884,-149.421,-136.803,-149.421,-159.207,-146.282,-159.207,-156.898,-145.167,-156.898,-157.785,-149.496,-157.785,-149.73,-152.439,-155.34,-141.682,-151.506,-151.506,-132.71,-145.697,-145.697,-125.396,-136.19,-136.19,-135.088,-135.088,-121.062,-145.655,-145.655,-135.693,-149.251,-142.667,-146.735,-158.078,-148.382,-158.078,-155.195,-155.195,-155.195,-141.325,-127.567,-141.325,-154.424,-141.268,-154.424,-153.864,-143.581,-153.864,-138.599,-142.211,-145.29,-117.988,-113.37,-123.832,-140.285,-129.086,-140.285,-150.671,-139.397,-150.671,-159.064,-146.105,-159.064,-158.158,-146.552,-158.158,-158.501,-148.918,-158.501,-149.247,-150.03,-154.01,-139.539,-150.534,-150.534,-129.435,-143.045,-143.045,-131.682,-139.386,-136.206,-137.346,-137.346,-122.967,-149.179,-149.179,-138.36,-150.463,-143.162,-149.092,-156.289,-147.211,-156.289,-154.495,-154.495,-154.495
-148.269,-155.834,-156.334,-159.659,-151.676,-159.659,-148.363,-153.037,-154.795,-140.684,-151.69,-151.69,-140.793,-153.979,-153.979,-122.522,-135.597,-135.597,-143.126,-132.172,-143.126,-154.22,-143.728,-154.22,-163.846,-158.343,-165.009,-159.034,-162.41,-164.689,-153.05,-162.375,-162.375,-147.972,-159.812,-159.812,-144.764,-157.708,-157.708,-140.565,-153.247,-153.247,-134.018,-146.139,-146.139,-134.279,-134.279,-122.741,-122.967,-108.421,-122.967,-150.888,-137.421,-150.888,-146.557,-146.557,-146.557,-137.454,-147.27,-147.27,-151.843,-142.848,-151.843,-148.845,-156.745,-156.745,-145.953,-156.707,-156.707,-133.104,-146.648,-146.648,-119.467,-134.504,-134.504,-147.103,-135.735,-147.103,-158.827,-148.105,-158.827,-157.233,-154.337,-159.84,-155.953,-157.549,-160.812,-151.034,-160.456,-160.456,-148.146,-160.174,-160.174,-143.516,-156.294,-156.294,-141.776,-154.5,-154.5,-135.92,-146.315,-146.315,-136.972,-138.072,-128.652,-125.586,-108.95,-125.586,-146.26,-132.596,-146.26,-150.357,-150.357,-150.357,-144.203,-150.165,-151.454,-153.177,-144.281,-153.177,-150.987,-154.835,-157.035,-143.273,-153.731,-153.731,-133.323,-146.91,-146.91,-126.853,-139.266,-139.266,-144.578,-135.119,-144.578,-158.025,-147.658,-158.025,-156.595,-152.843,-158.774,-155.448,-159.989,-161.623,-151.82,-161.536,-161.536,-148.517,-160.164,-160.164,-145.033,-157.786,-157.786,-140.122,-153.109,-153.109,-128.862,-142.105,-142.105,-119.482,-128.909,-124.199,-123.271,-106.173,-123.271,-149.421,-136.317,-149.421,-150.862,-150.862,-150.862,-139.56,-148.969,-148.969,-153.632,-144.775,-153.632,-152.023,-155.742,-157.973,-144.806,-156.157,-156.157,-136.689,-149.661,-149.661,-126.855,-138.142,-138.142,-141.585,-129.348,-141.585,-157.49,-146.751,-157.49,-158.19,-153.55,-159.832,-156.909,-158.073,-161.535,-150.895,-160.483,-160.483,-147.802,-159.875,-159.875,-143.758,-156.68,-156.68,-140.867,-153.439,-153.439,-134.85,-146.753,-146.753,-134.327,-134.327,-122.17,-129.423,-113.48,-129.423,-145.661,-132.325,-145.661,-150.009,-150.009,-150.009
-130.178,-138.678,-138.678,-152.888,-145.188,-153.052,-153.691,-158.953,-160.39,-144.19,-155.409,-155.409,-129.212,-142.518,-142.518,-123.273,-137.1,-137.1,-135.845,-124.891,-135.845,-161.496,-151.009,-161.496,-156.143,-150.946,-157.495,-171.807,-175.588,-177.652,-149.362,-158.873,-158.873,-156.387,-168.34,-168.34,-143.386,-156.375,-156.375,-140.616,-153.164,-153.164,-133.617,-145.341,-145.341,-129.504,-129.504,-118.131,-129.956,-115.894,-129.956,-139.934,-126.478,-139.934,-160.071,-160.071,-160.071,-136.585,-146.848,-146.848,-151.305,-142.392,-151.305,-148.318,-156.474,-156.474,-145.57,-156.527,-156.527,-132.991,-146.619,-146.619,-119.549,-134.593,-134.593,-146.346,-134.948,-146.346,-158.468,-147.746,-158.468,-156.741,-154.192,-159.546,-155.501,-157.498,-160.559,-150.673,-160.278,-160.278,-147.957,-160.091,-160.091,-143.391,-156.246,-156.246,-142.038,-154.644,-154.644,-136.853,-146.825,-146.825,-138.689,-139.304,-129.837,-122.684,-105.309,-122.684,-145.578,-131.893,-145.578,-149.848,-149.848,-149.848,-143.424,-150.235,-151.048,-152.683,-143.866,-152.683,-150.424,-154.828,-156.731,-142.773,-153.492,-153.492,-133.266,-146.907,-146.907,-125.787,-138.79,-138.79,-143.723,-134.378,-143.723,-157.649,-147.292,-157.649,-156.068,-152.67,-158.456,-155.034,-159.999,-161.4,-151.496,-161.378,-161.378,-148.288,-160.06,-160.06,-144.929,-157.748,-157.748,-140.355,-153.239,-153.239,-129.642,-142.515,-142.515,-122.794,-130.766,-125.055,-119.823,-101.786,-119.823,-148.916,-135.87,-148.916,-150.377,-150.377,-150.377,-138.759,-148.576,-148.576,-153.152,-144.374,-153.152,-151.492,-155.733,-157.685,-144.461,-155.998,-155.998,-136.44,-149.561,-149.561,-93.1891,-105.259,-105.259,-140.501,-128.161,-140.501,-157.1,-146.36,-157.1,-157.699,-153.374,-159.53,-156.476,-158.016,-161.291,-150.542,-160.31,-160.31,-147.614,-159.793,-159.793,-143.687,-156.658,-156.658,-141.194,-153.616,-153.616,-135.591,-147.149,-147.149,-135.9,-135.9,-123.965,-127.301,-110.973,-127.301,-145.029,-131.771,-145.029,-149.495,-149.495,-149.495
-151.41,-142.471,-151.41,-159.841,-148.511,-159.841,-148.892,-142.74,-149.798,-134.515,-140.88,-141.835,-133.095,-143.239,-143.239,-147.525,-133.676,-147.525,-142.049,-128.776,-142.049,-155.578,-143.587,-155.578,-156.706,-147.038,-156.706,-158.848,-154.401,-160.532,-151.847,-156.158,-158.006,-145.784,-155.992,-155.992,-133.435,-145.633,-145.633,-122.338,-135.943,-135.943,-120.539,-135.892,-135.892,-136.126,-134.134,-126.423,-146.334,-134.458,-146.334,-153.88,-141.322,-153.88,-118.548,-118.548,-118.548,-146.031,-138.094,-146.492,-154.728,-142.749,-154.728,-153.253,-150.72,-156.207,-147.387,-154.011,-154.727,-129.089,-139.26,-139.26,-128.645,-113.537,-128.645,-152.168,-139.059,-152.168,-161.18,-149.105,-161.18,-160.622,-151.786,-160.622,-160.575,-153.966,-161.032,-152.982,-157.646,-159.295,-147.078,-157.598,-157.598,-140.779,-152.323,-152.323,-134.258,-147.789,-147.789,-122.213,-131.929,-128.944,-134.048,-134.048,-120.201,-143.572,-130.577,-143.572,-153.45,-140.738,-153.45,-154.127,-154.127,-154.127,-151.638,-143.233,-151.638,-155.779,-144.01,-155.779,-156.543,-149.928,-157.149,-146.213,-148.635,-151.879,-128.236,-139.114,-139.114,-138.258,-126.382,-138.258,-149.472,-136.47,-149.472,-160.373,-148.416,-160.373,-159.745,-150.438,-159.745,-159.188,-155.838,-161.489,-153.293,-159.679,-160.294,-148.057,-157.861,-157.861,-142.307,-154.089,-154.089,-132.175,-145.911,-145.911,-103.355,-120.722,-120.722,-128.514,-119.714,-122.845,-142.871,-129.876,-142.871,-155.702,-143.433,-155.702,-154.908,-154.908,-154.908,-147.131,-140.46,-148.221,-156.141,-144.447,-156.141,-157.217,-151.065,-158.057,-145.471,-153.72,-153.72,-134.89,-144.476,-144.476,-139.53,-126.734,-139.53,-148.932,-135.433,-148.932,-160.048,-147.873,-160.048,-160.807,-151.451,-160.807,-161.375,-154.708,-161.772,-152.693,-157.934,-159.255,-146.669,-157.228,-157.228,-140.365,-152.479,-152.479,-132.413,-145.973,-145.973,-118.495,-132.495,-132.495,-136.029,-136.029,-125.201,-145.033,-132.179,-145.033,-153.305,-141.063,-153.305,-154.201,-154.201,-154.201
-138.828,-129.782,-138.828,-148.18,-136.477,-148.18,-146.871,-141.556,-148.368,-141.257,-149.953,-149.953,-125.682,-138.45,-138.45,-138.533,-122.343,-138.533,-149.152,-135.508,-149.152,-158.075,-145.83,-158.075,-166.177,-156.377,-166.177,-161.363,-157.671,-163.522,-144.919,-151.098,-151.938,-142.04,-153.11,-153.11,-136.756,-149.753,-149.753,-128.501,-141.202,-141.202,-123.192,-130.701,-125.071,-136.389,-136.389,-123.437,-140.346,-130.811,-140.346,-157.41,-145.511,-157.41,-146.172,-146.172,-146.172,-140.491,-133.799,-142.11,-152.389,-139.986,-152.389,-150.267,-149.122,-154.059,-144.121,-152.685,-152.685,-120.681,-134.469,-134.469,-113.718,-95.2533,-113.718,-149.747,-136.318,-149.747,-159.694,-147.379,-159.694,-158.944,-150.065,-158.944,-158.574,-152.527,-159.421,-150.537,-157.105,-157.714,-144.96,-156.336,-156.336,-138.246,-150.82,-150.82,-135.063,-147.88,-147.88,-134.481,-137.925,-130.102,-107.785,-107.785,-93.5988,-141.694,-130.759,-141.694,-152.075,-140.005,-152.075,-152.365,-152.365,-152.365,-148.495,-140.201,-148.576,-153.577,-141.422,-153.577,-153.927,-148.05,-155.065,-142.096,-147.355,-149.2,-120.498,-134.72,-134.72,-130.071,-116.218,-130.071,-146.386,-132.828,-146.386,-158.788,-146.569,-158.788,-157.966,-148.559,-157.966,-157.133,-154.658,-159.962,-151.04,-158.862,-158.862,-145.788,-156.5,-156.5,-140.226,-152.841,-152.841,-132.289,-145.63,-145.63,-113.416,-123.976,-118.336,-132.646,-132.646,-119.502,-141.003,-130.277,-141.003,-154.644,-143.09,-154.644,-153.357,-153.357,-153.357,-142.133,-136.89,-144.376,-153.986,-141.918,-153.986,-154.736,-149.336,-156.101,-142.092,-151.655,-151.655,-128.883,-140.969,-140.969,-132.495,-117.823,-132.495,-146.27,-132.681,-146.27,-158.457,-146.022,-158.457,-159.15,-149.695,-159.15,-159.475,-153.336,-160.238,-150.252,-157.461,-157.688,-144.509,-155.941,-155.941,-138.269,-151.211,-151.211,-133.918,-146.368,-146.368,-127.736,-136.354,-133.477,-140.149,-140.149,-127.037,-143.277,-132.239,-143.277,-152.163,-140.864,-152.163,-152.566,-152.566,-152.566
-146.102,-135.084,-146.102,-147.774,-135.351,-147.774,-158.72,-150.785,-158.733,-139.134,-147.291,-147.454,-121.367,-134.958,-134.958,-141.343,-127.191,-141.343,-156.129,-142.682,-156.129,-156.091,-143.504,-156.091,-157.381,-146.869,-157.381,-161.249,-155.877,-162.497,-163.709,-168.705,-170.292,-148.691,-159.833,-159.833,-130.991,-144.265,-144.265,-128.078,-139.916,-139.916,-138.837,-138.837,-127.277,-135.094,-135.094,-122.798,-146.351,-138.609,-145.016,-155.751,-144.647,-155.751,-145.67,-145.67,-145.67,-139.383,-128.43,-139.383,-151.911,-138.949,-151.911,-149.887,-146.442,-152.538,-142.484,-150.703,-150.703,-111.338,-126.854,-126.854,-124.789,-116.882,-116.521,-149.871,-136.504,-149.871,-159.432,-146.808,-159.432,-158.13,-148.482,-158.13,-158.471,-150.772,-158.471,-149.574,-154.995,-156.337,-143.229,-154.711,-154.711,-135.648,-148.515,-148.515,-133.924,-146.081,-146.081,-139.083,-139.083,-127.815,-143.418,-143.418,-129.885,-144.132,-135.339,-143.768,-152.977,-141.744,-152.977,-152.356,-152.356,-152.356,-146.846,-136.839,-146.846,-153.066,-140.326,-153.066,-153.809,-145.712,-153.809,-140.567,-143.528,-146.834,-111.451,-127.422,-127.422,-128.315,-112.163,-128.315,-146.35,-132.665,-146.35,-158.476,-145.896,-158.476,-157.155,-146.96,-157.155,-156.972,-152.87,-158.95,-150.036,-157.446,-157.557,-144.148,-154.893,-154.893,-137.985,-150.844,-150.844,-130.51,-143.351,-143.351,-125.987,-125.987,-111.332,-138.333,-138.333,-126.094,-143.612,-135.151,-142.595,-155.48,-144.689,-155.48,-153.503,-153.503,-153.503,-141.872,-132.084,-141.872,-153.465,-140.807,-153.465,-124.238,-116.496,-124.271,-140.096,-149.482,-149.482,-123.68,-136.29,-136.29,-132.146,-116.855,-132.146,-146.949,-134.001,-146.949,-158.2,-145.458,-158.2,-158.406,-148.228,-158.406,-159.337,-151.674,-159.337,-149.242,-155.36,-156.297,-142.727,-154.273,-154.273,-135.799,-149.021,-149.021,-133.231,-144.631,-144.631,-133.337,-136.195,-127.523,-143.895,-143.895,-131.405,-145.426,-136.294,-145.426,-153.228,-142.892,-153.228,-152.714,-152.714,-152.714
-129.885,-128.037,-134.026,-140.576,-129.62,-140.576,-145.485,-144.483,-149.364,-135.962,-146.386,-146.386,-136.18,-150.003,-150.003,-107.819,-96.3833,-111.464,-145.837,-131.989,-145.837,-153.19,-141.217,-153.19,-153.241,-144.327,-153.241,-145.777,-145.089,-149.546,-148.042,-156.447,-156.447,-149.379,-161.15,-161.15,-138.66,-151.851,-151.851,-130.191,-142.277,-142.277,-138.797,-146.755,-143.783,-138.122,-138.122,-123.615,-109.997,-101.603,-108.224,-151.639,-139.685,-151.639,-153.254,-153.254,-153.254,-134.105,-137.034,-140.919,-150.474,-138.583,-150.474,-147.711,-151.07,-153.703,-142.908,-153.043,-153.043,-123.745,-138.251,-138.251,-92.2433,-107.673,-102.178,-146.95,-133.424,-146.95,-158.436,-146.355,-158.436,-158.189,-150.366,-158.189,-156.303,-153.353,-158.916,-149.261,-157.799,-157.799,-145.092,-157.107,-157.107,-139.219,-152.231,-152.231,-138.305,-150.565,-150.565,-137.519,-142.602,-137.223,-140.84,-140.84,-126.827,-136.63,-126.42,-136.351,-149.459,-137.297,-149.459,-150.477,-150.477,-150.477,-143.785,-141.676,-147.495,-151.856,-140.252,-151.856,-150.987,-149.224,-154.437,-139.917,-149.341,-149.341,-124.278,-138.757,-138.757,-115.703,-118.775,-125.175,-143.053,-129.56,-143.053,-157.484,-145.558,-157.484,-157.097,-148.722,-157.097,-155.21,-155.805,-159.627,-150.014,-159.017,-159.017,-145.622,-157.134,-157.134,-141.181,-154.135,-154.135,-135.893,-148.605,-148.605,-124.233,-134.013,-131.987,-132.094,-132.094,-116.634,-135.761,-125.994,-134.396,-152.459,-140.918,-152.459,-151.503,-151.503,-151.503,-136.829,-139.906,-143.448,-152.328,-140.822,-152.328,-152.02,-150.481,-155.533,-141.248,-152.234,-152.234,-129.547,-143.013,-143.013,-122.891,-113.937,-125.728,-142.457,-128.431,-142.457,-157.077,-144.873,-157.077,-158.327,-149.806,-158.327,-157.308,-154.104,-159.751,-149.043,-157.805,-157.805,-144.669,-156.742,-156.742,-139.579,-152.747,-152.747,-137.547,-149.374,-149.374,-133.186,-141.756,-140.434,-140.01,-140.01,-125.713,-138.696,-128.171,-138.696,-149.605,-138.395,-149.605,-150.617,-150.617,-150.617
-143.738,-152.311,-152.311,-149.74,-141.871,-149.815,-143.074,-148.37,-149.798,-145.296,-156.576,-156.576,-137.366,-150.724,-150.724,-132.935,-147.049,-147.049,-142.816,-131.672,-142.816,-162.764,-152.213,-162.764,-154.995,-149.71,-156.303,-160.284,-164.075,-166.139,-153.987,-163.537,-163.537,-142.868,-154.859,-154.859,-141.076,-154.085,-154.085,-134.779,-147.262,-147.262,-134.732,-146.236,-146.236,-128.928,-128.928,-117.264,-128.134,-114.688,-128.134,-144.381,-130.977,-144.381,-142.877,-142.877,-142.877,-136.113,-146.485,-146.485,-151.038,-142.027,-151.038,-148.073,-156.269,-156.269,-145.328,-156.34,-156.34,-132.706,-146.376,-146.376,-119.097,-134.164,-134.164,-146.02,-134.476,-146.02,-158.317,-147.533,-158.317,-156.596,-153.99,-159.376,-155.338,-157.327,-160.398,-150.478,-160.123,-160.123,-147.789,-159.96,-159.96,-143.212,-156.1,-156.1,-142.017,-154.568,-154.568,-137.15,-146.857,-146.857,-139.7,-139.7,-129.928,-121.956,-104.436,-121.956,-145.445,-131.795,-145.445,-149.652,-149.652,-149.652,-143.083,-149.97,-150.756,-152.438,-143.532,-152.438,-150.201,-154.626,-156.526,-142.473,-153.262,-153.262,-133.008,-146.679,-146.679,-125.033,-138.245,-138.245,-143.288,-133.771,-143.288,-157.485,-147.062,-157.485,-155.919,-152.45,-158.275,-154.867,-159.853,-161.247,-151.315,-161.235,-161.235,-148.11,-159.922,-159.922,-144.77,-157.616,-157.616,-140.305,-153.142,-153.142,-129.726,-142.413,-142.413,-124.232,-131.17,-124.499,-118.921,-100.676,-118.921,-148.852,-135.884,-148.852,-150.213,-150.213,-150.213,-138.339,-148.246,-148.246,-152.914,-144.05,-152.914,-151.283,-155.541,-157.493,-144.219,-155.813,-155.813,-136.147,-149.329,-149.329,-124.512,-136.824,-136.824,-140.045,-127.486,-140.045,-156.934,-146.127,-156.934,-157.568,-153.166,-159.362,-156.322,-157.851,-161.137,-150.347,-160.156,-160.156,-147.444,-159.66,-159.66,-143.532,-156.525,-156.525,-141.197,-153.547,-153.547,-135.751,-147.117,-147.117,-136.479,-136.479,-124.353,-126.871,-110.586,-126.871,-144.959,-131.812,-144.959,-149.316,-149.316,-149.316
