col1,node,x,y,OPERATOR,LEVEL0 BS,LEVEL1 BS
56,BS1,1499.05,865.5,0,-1,-1
57,BS2,49.5515,-256.564,1,-1,-1
58,BS2,49.5515,-256.564,1,-1,-1
59,BS2,49.5515,-256.564,1,-1,-1
60,BS2,983.455,272.709,1,-1,-1
61,BS2,983.455,272.709,1,-1,-1
62,BS2,983.455,272.709,1,-1,-1
63,BS2,658.786,-1019.12,1,-1,-1
64,BS2,658.786,-1019.12,1,-1,-1
65,BS2,658.786,-1019.12,1,-1,-1
66,BS2,-808.919,-772.73,1,-1,-1
67,BS2,-808.919,-772.73,1,-1,-1
68,BS2,-808.919,-772.73,1,-1,-1
69,BS2,-993.541,345.38,1,-1,-1
70,BS2,-993.541,345.38,1,-1,-1
71,BS2,-993.541,345.38,1,-1,-1
72,BS2,-688.722,587.255,1,-1,-1
73,BS2,-688.722,587.255,1,-1,-1
74,BS2,-688.722,587.255,1,-1,-1
75,BS2,665.665,930.278,1,-1,-1
76,BS2,665.665,930.278,1,-1,-1
77,BS2,665.665,930.278,1,-1,-1
78,BS2,2339.18,3.02617,1,-1,-1
79,BS2,2339.18,3.02617,1,-1,-1
80,BS2,2339.18,3.02617,1,-1,-1
81,BS2,1676.07,-718.683,1,-1,-1
82,BS2,1676.07,-718.683,1,-1,-1
83,BS2,1676.07,-718.683,1,-1,-1
84,BS2,886.843,-1975.8,1,-1,-1
85,BS2,886.843,-1975.8,1,-1,-1
86,BS2,886.843,-1975.8,1,-1,-1
87,BS2,-55.1749,-1954.8,1,-1,-1
88,BS2,-55.1749,-1954.8,1,-1,-1
89,BS2,-55.1749,-1954.8,1,-1,-1
90,BS2,-1232.89,-1731.03,1,-1,-1
91,BS2,-1232.89,-1731.03,1,-1,-1
92,BS2,-1232.89,-1731.03,1,-1,-1
93,BS2,-1224.37,-863.893,1,-1,-1
94,BS2,-1224.37,-863.893,1,-1,-1
95,BS2,-1224.37,-863.893,1,-1,-1
96,BS2,-2145.1,-94.3972,1,-1,-1
97,BS2,-2145.1,-94.3972,1,-1,-1
98,BS2,-2145.1,-94.3972,1,-1,-1
99,BS2,-1432.89,530.884,1,-1,-1
100,BS2,-1432.89,530.884,1,-1,-1
101,BS2,-1432.89,530.884,1,-1,-1
102,BS2,-745.098,1696.72,1,-1,-1
103,BS2,-745.098,1696.72,1,-1,-1
104,BS2,-745.098,1696.72,1,-1,-1
105,BS2,34.9967,2021.5,1,-1,-1
106,BS2,34.9967,2021.5,1,-1,-1
107,BS2,34.9967,2021.5,1,-1,-1
108,BS2,920.95,2009.09,1,-1,-1
109,BS2,920.95,2009.09,1,-1,-1
110,BS2,920.95,2009.09,1,-1,-1
111,BS2,1666.1,733.849,1,-1,-1
112,BS2,1666.1,733.849,1,-1,-1
113,BS2,1666.1,733.849,1,-1,-1
114,BS3,-8.03282,217.154,2,-1,-1
115,BS3,-8.03282,217.154,2,-1,-1
116,BS3,-8.03282,217.154,2,-1,-1
117,BS3,875.651,-22.5684,2,-1,-1
118,BS3,875.651,-22.5684,2,-1,-1
119,BS3,875.651,-22.5684,2,-1,-1
120,BS3,339.514,-1019.65,2,-1,-1
121,BS3,339.514,-1019.65,2,-1,-1
122,BS3,339.514,-1019.65,2,-1,-1
123,BS3,-371.289,-1176.6,2,-1,-1
124,BS3,-371.289,-1176.6,2,-1,-1
125,BS3,-371.289,-1176.6,2,-1,-1
126,BS3,-1243.01,-7.2933,2,-1,-1
127,BS3,-1243.01,-7.2933,2,-1,-1
128,BS3,-1243.01,-7.2933,2,-1,-1
129,BS3,-252.629,1093.3,2,-1,-1
130,BS3,-252.629,1093.3,2,-1,-1
131,BS3,-252.629,1093.3,2,-1,-1
132,BS3,303.126,649.619,2,-1,-1
133,BS3,303.126,649.619,2,-1,-1
134,BS3,303.126,649.619,2,-1,-1
135,BS3,1944.83,-264.33,2,-1,-1
136,BS3,1944.83,-264.33,2,-1,-1
137,BS3,1944.83,-264.33,2,-1,-1
138,BS3,1658.08,-965.153,2,-1,-1
139,BS3,1658.08,-965.153,2,-1,-1
140,BS3,1658.08,-965.153,2,-1,-1
141,BS3,1032.84,-2051.65,2,-1,-1
142,BS3,1032.84,-2051.65,2,-1,-1
143,BS3,1032.84,-2051.65,2,-1,-1
144,BS3,19.3854,-1984.71,2,-1,-1
145,BS3,19.3854,-1984.71,2,-1,-1
146,BS3,19.3854,-1984.71,2,-1,-1
147,BS3,-766.413,-1821.63,2,-1,-1
148,BS3,-766.413,-1821.63,2,-1,-1
149,BS3,-766.413,-1821.63,2,-1,-1
150,BS3,-1262.41,-617.992,2,-1,-1
151,BS3,-1262.41,-617.992,2,-1,-1
152,BS3,-1262.41,-617.992,2,-1,-1
153,BS3,-1803.42,-175.443,2,-1,-1
154,BS3,-1803.42,-175.443,2,-1,-1
155,BS3,-1803.42,-175.443,2,-1,-1
156,BS3,-1294.59,1021.44,2,-1,-1
157,BS3,-1294.59,1021.44,2,-1,-1
158,BS3,-1294.59,1021.44,2,-1,-1
159,BS3,-1309.07,1779.76,2,-1,-1
160,BS3,-1309.07,1779.76,2,-1,-1
161,BS3,-1309.07,1779.76,2,-1,-1
162,BS3,-51.3376,1622.13,2,-1,-1
163,BS3,-51.3376,1622.13,2,-1,-1
164,BS3,-51.3376,1622.13,2,-1,-1
165,BS3,1066.55,1701.9,2,-1,-1
166,BS3,1066.55,1701.9,2,-1,-1
167,BS3,1066.55,1701.9,2,-1,-1
168,BS3,1436.53,732.764,2,-1,-1
169,BS3,1436.53,732.764,2,-1,-1
170,BS3,1436.53,732.764,2,-1,-1
171,BS4,37.4695,176.059,3,-1,-1
172,BS4,37.4695,176.059,3,-1,-1
173,BS4,37.4695,176.059,3,-1,-1
174,BS4,980.769,-297.645,3,-1,-1
175,BS4,980.769,-297.645,3,-1,-1
176,BS4,980.769,-297.645,3,-1,-1
177,BS4,804.141,-742.187,3,-1,-1
178,BS4,804.141,-742.187,3,-1,-1
179,BS4,804.141,-742.187,3,-1,-1
180,BS4,-525.646,-747.76,3,-1,-1
181,BS4,-525.646,-747.76,3,-1,-1
182,BS4,-525.646,-747.76,3,-1,-1
183,BS4,-1129.14,-145.467,3,-1,-1
184,BS4,-1129.14,-145.467,3,-1,-1
185,BS4,-1129.14,-145.467,3,-1,-1
186,BS4,-422.093,890.935,3,-1,-1
187,BS4,-422.093,890.935,3,-1,-1
188,BS4,-422.093,890.935,3,-1,-1
189,BS4,806.717,779.041,3,-1,-1
190,BS4,806.717,779.041,3,-1,-1
191,BS4,806.717,779.041,3,-1,-1
192,BS4,2176.09,229.365,3,-1,-1
193,BS4,2176.09,229.365,3,-1,-1
194,BS4,2176.09,229.365,3,-1,-1
195,BS4,1405.67,-907.639,3,-1,-1
196,BS4,1405.67,-907.639,3,-1,-1
197,BS4,1405.67,-907.639,3,-1,-1
198,BS4,1179.15,-1544.35,3,-1,-1
199,BS4,1179.15,-1544.35,3,-1,-1
200,BS4,1179.15,-1544.35,3,-1,-1
201,BS4,250.068,-1884.67,3,-1,-1
202,BS4,250.068,-1884.67,3,-1,-1
203,BS4,250.068,-1884.67,3,-1,-1
204,BS4,-1094.19,-1472.53,3,-1,-1
205,BS4,-1094.19,-1472.53,3,-1,-1
206,BS4,-1094.19,-1472.53,3,-1,-1
207,BS4,-1561.48,-860.618,3,-1,-1
208,BS4,-1561.48,-860.618,3,-1,-1
209,BS4,-1561.48,-860.618,3,-1,-1
210,BS4,-1759.42,144.789,3,-1,-1
211,BS4,-1759.42,144.789,3,-1,-1
212,BS4,-1759.42,144.789,3,-1,-1
213,BS4,-1367.67,1094.78,3,-1,-1
214,BS4,-1367.67,1094.78,3,-1,-1
215,BS4,-1367.67,1094.78,3,-1,-1
216,BS4,-1038.08,1423.78,3,-1,-1
217,BS4,-1038.08,1423.78,3,-1,-1
218,BS4,-1038.08,1423.78,3,-1,-1
219,BS4,183.441,1729.43,3,-1,-1
220,BS4,183.441,1729.43,3,-1,-1
221,BS4,183.441,1729.43,3,-1,-1
222,BS4,1020.27,2029.37,3,-1,-1
223,BS4,1020.27,2029.37,3,-1,-1
224,BS4,1020.27,2029.37,3,-1,-1
225,BS4,1712.48,614.27,3,-1,-1
226,BS4,1712.48,614.27,3,-1,-1
227,BS4,1712.48,614.27,3,-1,-1
228,UE1,405.452,-356.263,0,2,2
229,UE1,386.744,-253.174,0,2,2
230,UE1,243.8,151.418,0,0,173
231,UE1,-106.286,542.957,-1,-1,-1
232,UE1,-286.043,-302.088,-1,-1,-1
233,UE1,-121.197,-393.938,0,2,58
234,UE1,363.104,-154.454,0,2,57
235,UE1,117.949,370.023,0,0,114
236,UE1,-183.525,404.127,0,0,115
237,UE1,480.82,-132.313,-1,-1,-1
238,UE1,-223.304,429.428,-1,-1,-1
239,UE1,-270.059,187.002,0,1,115
240,UE1,-108.079,-222.642,0,2,58
241,UE1,410.043,-377.898,0,2,59
242,UE1,-163.802,-76.3835,0,1,1
243,UE1,123.824,368.854,0,0,114
244,UE1,185.362,-31.6063,0,2,173
245,UE1,117.661,81.5831,0,0,173
246,UE1,-214.744,281.93,0,1,115
247,UE1,567.98,-68.177,-1,-1,-1
248,UE1,380.783,-287.326,0,2,59
249,UE1,-526.174,22.5327,0,1,1
250,UE1,279.726,390.937,0,0,171
251,UE1,-88.9736,385.002,0,0,114
252,UE1,-63.4848,277.501,0,0,115
253,UE1,95.7384,441.162,0,0,114
254,UE1,429.307,-148.248,0,2,57
255,UE1,420.059,-177.995,-1,-1,-1
256,UE1,172.329,-492.482,-1,-1,-1
257,UE1,-328.376,-127.897,0,1,58
258,UE1,433.577,-253.428,0,2,2
259,UE1,255.246,-480.418,0,2,59
260,UE1,363.601,-418.919,0,2,59
261,UE1,256.112,-82.3087,0,2,57
262,UE1,-176.983,528.015,-1,-1,-1
263,UE1,78.9824,244.702,0,0,171
264,UE1,-360.468,-317.724,-1,-1,-1
265,UE1,495.057,99.9371,0,0,0
266,UE1,-247.461,211.15,0,1,115
267,UE1,44.162,471.417,0,0,114
268,UE1,-359.194,-145.504,0,1,1
269,UE1,-90.9573,401.207,-1,-1,-1
270,UE1,245.294,116.786,0,0,173
271,UE1,360.61,401.295,0,0,0
272,UE1,465.561,117.644,0,0,57
273,UE1,9.52918,563.849,0,0,114
274,UE1,-150.373,48.685,0,1,1
275,UE1,180.277,-268.362,0,2,59
276,UE1,514.352,-2.40898,-1,-1,-1
277,UE1,-310.319,-61.8332,0,1,1
278,UE1,-73.6756,-488.003,-1,-1,-1
279,UE1,-337.003,1.43781,0,1,1
280,UE1,-374.772,190.628,0,1,1
281,UE1,406.419,324.638,0,0,171
282,UE1,196.515,-274.551,0,2,59
283,UE1,-368.1,32.3351,0,1,1
284,UE1,136.885,-487.985,0,2,59
285,UE1,467.542,-262.939,-1,-1,-1
286,UE1,131.401,-5.59277,0,2,2
287,UE1,-7.49827,-103.946,0,2,2
288,UE1,-19.5878,-572.568,-1,-1,-1
289,UE1,253.872,-19.4494,0,2,173
290,UE1,488.251,196.467,-1,-1,-1
291,UE1,-141.293,-7.69426,0,1,1
292,UE1,-80.7213,-82.3912,0,1,1
293,UE1,-219.892,262.866,0,1,115
294,UE1,72.318,-530.238,0,2,59
295,UE1,-88.32,-240.17,0,2,58
296,UE1,-400.444,326.163,-1,-1,-1
297,UE1,282.232,16.6355,0,0,173
298,UE1,251.756,318.685,0,0,171
299,UE1,-327.707,-452.328,-1,-1,-1
300,UE1,-46.2868,432.651,0,0,114
301,UE1,93.3406,-279.129,0,2,59
302,UE1,-307.901,-291.454,-1,-1,-1
303,UE1,-92.6753,336.146,0,0,115
304,UE1,-301.68,-49.2387,0,1,1
305,UE1,-410.989,-162.469,0,1,1
306,UE1,114.82,98.2164,0,0,173
307,UE1,-299.667,-395.37,-1,-1,-1
308,UE1,39.1741,31.8047,0,0,0
309,UE1,453.302,295.857,-1,-1,-1
310,UE1,345.071,-377.612,0,2,59
311,UE1,260.15,136.265,0,0,0
312,UE1,-144.616,-88.1611,0,1,1
313,UE1,-493.225,2.6696,0,1,1
314,UE1,-194.324,-109.37,0,1,58
315,UE1,-262.372,-462.242,-1,-1,-1
316,UE1,-78.8566,-387.286,0,2,58
317,UE1,260.408,211.988,0,0,171
318,UE1,365.04,20.8838,0,0,0
319,UE1,-120.638,-404.366,0,2,58
320,UE1,-122.449,-269.858,0,2,58
321,UE1,371.698,355.614,0,0,171
322,UE1,-250.145,439.549,-1,-1,-1
323,UE1,-374.373,-81.4027,0,1,1
324,UE1,73.9905,-450.527,0,2,59
325,UE1,-199.708,417.658,0,0,115
326,UE1,-309.753,191.012,0,1,115
327,UE1,472.5,-330.76,0,2,59
328,UE1,-363.949,36.8439,0,1,1
329,UE1,-18.5991,-146.531,0,2,58
330,UE1,-345.163,-115.248,0,1,1
331,UE1,256.857,-153.912,0,2,57
332,UE1,58.4399,-64.6837,0,0,2
333,UE1,-420.444,-338.945,-1,-1,-1
334,UE1,-286.525,147.391,0,1,115
335,UE1,-159.606,100.061,0,1,1
336,UE1,-374.373,-192.566,0,1,58
337,UE1,447.655,-319.201,-1,-1,-1
338,UE1,-119.066,361.677,-1,-1,-1
339,UE1,-92.8704,129.815,0,1,172
340,UE1,437.303,178.238,-1,-1,-1
341,UE1,-73.7521,-390.196,-1,-1,-1
342,UE1,414.982,187.689,-1,-1,-1
343,UE1,-422.289,72.7792,0,1,1
344,UE1,256.607,40.6465,0,0,173
345,UE1,-324.761,-293.929,0,1,58
346,UE1,-339.455,-248.209,-1,-1,-1
347,UE1,222.984,-325.417,-1,-1,-1
348,UE1,-366.467,-129.295,-1,-1,-1
349,UE1,-316.186,475.135,-1,-1,-1
350,UE1,48.5251,-498.781,-1,-1,-1
351,UE1,290.087,171.446,-1,-1,-1
352,UE1,-130.918,557.899,-1,-1,-1
353,UE1,2.77554,442.178,-1,-1,-1
354,UE1,-393.435,210.345,-1,-1,-1
355,UE1,-206.772,-343.805,-1,-1,-1
356,UE1,-39.5889,355.398,-1,-1,-1
357,UE1,322.032,-88.9502,-1,-1,-1
358,UE1,377.958,17.0097,-1,-1,-1
359,UE1,78.387,-67.5466,-1,-1,-1
360,UE1,-275.292,-303.265,-1,-1,-1
361,UE1,-216.4,-175.503,-1,-1,-1
362,UE1,379.425,84.8937,-1,-1,-1
363,UE1,-135.273,-421.665,-1,-1,-1
364,UE1,101.276,-66.3826,-1,-1,-1
365,UE1,-431.589,-194.482,-1,-1,-1
366,UE1,139.466,-444.669,-1,-1,-1
367,UE1,167.614,14.9293,-1,-1,-1
368,UE1,-190.517,-226.518,-1,-1,-1
369,UE1,-66.56,-125.433,-1,-1,-1
370,UE1,214.824,-256.464,-1,-1,-1
371,UE1,-199.076,-56.512,-1,-1,-1
372,UE1,-75.8577,-401.356,-1,-1,-1
373,UE1,-479.506,110.707,-1,-1,-1
374,UE1,310.15,-143.393,-1,-1,-1
375,UE1,26.0834,-432.45,-1,-1,-1
376,UE1,213.786,-277.176,-1,-1,-1
377,UE1,158.183,-520.721,-1,-1,-1
378,UE1,178.136,-365.937,1,59,59
379,UE1,-488.464,66.0403,-1,-1,-1
380,UE1,-119.546,-31.9579,1,58,1
381,UE1,-275.668,192.834,-1,-1,-1
382,UE1,-118.852,-353.132,1,58,58
383,UE1,-298.465,152.076,-1,-1,-1
384,UE1,-76.5219,-162.962,1,58,58
385,UE1,-339.577,254.631,-1,-1,-1
386,UE1,-511.783,227.092,-1,-1,-1
387,UE1,-109.345,-198.114,1,58,58
388,UE1,-197.42,74.2435,1,58,1
389,UE1,259.029,-239.503,1,57,57
390,UE1,-459.652,45.4603,-1,-1,-1
391,UE1,310.394,-128.361,1,57,57
392,UE1,493.75,27.5071,1,57,57
393,UE1,70.9309,521.171,-1,-1,-1
394,UE1,54.5762,482.11,1,57,114
395,UE1,-471.022,-188.953,1,58,58
396,UE1,10.9478,-566.286,1,59,59
397,UE1,293.071,253.763,1,57,171
398,UE1,-309.698,288.783,-1,-1,-1
399,UE1,33.9991,-138.019,1,57,57
400,UE1,-163.485,-187.645,1,58,58
401,UE1,-122.018,-90.7693,1,58,1
402,UE1,209.019,216.126,1,57,0
403,UE1,72.8478,429.65,1,57,114
404,UE1,-154.369,104.696,1,57,172
405,UE1,511.115,-186.784,1,57,173
406,UE1,-15.9379,-541.602,1,59,59
407,UE1,68.0001,496.45,1,57,114
408,UE1,-290.317,-260.384,1,58,58
409,UE1,-457.232,-270.927,1,58,58
410,UE1,113.493,188.886,1,57,171
411,UE1,-397.866,-383.389,1,58,58
412,UE1,382.461,314.065,-1,-1,-1
413,UE1,-273.457,297.237,-1,-1,-1
414,UE1,-34.6221,225.851,1,57,114
415,UE1,-522.803,-172.307,1,58,1
416,UE1,-124.11,188.033,1,57,115
417,UE1,392.543,-50.568,1,57,57
418,UE1,-230.814,119.453,-1,-1,-1
419,UE1,508.128,133.61,-1,-1,-1
420,UE1,-202.027,535.886,-1,-1,-1
421,UE1,-25.9611,-129.885,1,58,2
422,UE1,376.549,-416.502,1,59,59
423,UE1,140.314,-375.809,1,59,59
424,UE1,-297.181,205.412,-1,-1,-1
425,UE1,-213.636,378.604,-1,-1,-1
426,UE1,-547.651,-132.784,1,58,58
427,UE1,-462.046,44.849,-1,-1,-1
428,UE1,-197.899,-494.788,1,58,58
429,UE1,368.505,430.154,-1,-1,-1
430,UE1,477.669,29.4014,1,57,57
431,UE1,240.446,-244.107,1,57,57
432,UE1,286.73,-449.344,1,59,59
433,UE1,131.606,-265.898,1,59,59
434,UE1,503.159,185.755,-1,-1,-1
435,UE1,289.585,192.913,1,57,171
436,UE1,303.6,-422.148,1,59,59
437,UE1,-422.423,244.968,-1,-1,-1
438,UE1,15.525,-272.176,1,57,57
439,UE1,72.55,221.227,1,57,171
440,UE1,-315.07,-278.614,1,58,58
441,UE1,-27.6689,-224.065,1,58,58
442,UE1,-266.407,24.941,1,58,1
443,UE1,75.0447,-229.115,1,57,57
444,UE1,508.469,231.574,-1,-1,-1
445,UE1,103.951,122.867,1,57,173
446,UE1,-44.6085,-44.9288,1,57,1
447,UE1,-356.842,166.723,-1,-1,-1
448,UE1,192.763,-217.412,1,57,57
449,UE1,-68.2163,-549.744,1,59,59
450,UE1,387.026,352.852,-1,-1,-1
451,UE1,-125.152,553.39,-1,-1,-1
452,UE1,-317.341,-364.597,1,58,58
453,UE1,-147.993,-331.107,1,58,58
454,UE1,482.998,-246.128,1,57,173
455,UE1,-396.349,-150.884,1,58,1
456,UE1,-265.686,159.395,-1,-1,-1
457,UE1,-190.728,-512.809,1,58,58
458,UE1,-405.333,-8.61593,1,58,1
459,UE1,390.191,194.901,1,57,0
460,UE1,-241.316,111.075,-1,-1,-1
461,UE1,-81.4685,-110.955,1,58,1
462,UE1,26.4711,160.663,1,57,171
463,UE1,-170.798,-24.7223,1,58,1
464,UE1,-145.001,251.559,-1,-1,-1
465,UE1,386.482,27.2223,1,57,173
466,UE1,278.07,146.358,1,57,173
467,UE1,-423.638,240.726,-1,-1,-1
468,UE1,183.238,-1.90019,1,57,173
469,UE1,431.175,348.562,-1,-1,-1
470,UE1,468.396,-48.6445,-1,-1,-1
471,UE1,-354.31,82.5377,-1,-1,-1
472,UE1,219.25,-64.5517,1,58,57
473,UE1,-112.841,373.746,-1,-1,-1
474,UE1,-205.319,-284.885,1,58,58
475,UE1,162.406,30.1473,1,58,173
476,UE1,-413.016,-235.119,1,58,58
477,UE1,333.106,396.871,-1,-1,-1
478,UE1,23.7267,-468.776,1,59,59
479,UE1,138.296,-106.116,1,58,2
480,UE1,472.953,-279.805,1,59,173
481,UE1,-554.68,-150.412,-1,-1,-1
482,UE1,162.429,541.476,-1,-1,-1
483,UE1,-72.0243,-249.104,1,59,58
484,UE1,482.92,193.893,-1,-1,-1
485,UE1,85.7034,86.0365,1,59,0
486,UE1,-439.113,56.8842,-1,-1,-1
487,UE1,-354.976,135.863,-1,-1,-1
488,UE1,-13.1281,-495.674,1,59,59
489,UE1,282.422,-228.493,1,59,57
490,UE1,429.115,349.958,-1,-1,-1
491,UE1,-475.294,65.0612,-1,-1,-1
492,UE1,-367.802,-264.972,-1,-1,-1
493,UE1,-344.914,5.14269,-1,-1,-1
494,UE1,-65.4966,355.957,-1,-1,-1
495,UE1,-241.003,80.525,-1,-1,-1
496,UE1,-179.16,545.688,-1,-1,-1
497,UE1,160.289,377.013,-1,-1,-1
498,UE1,518.817,-165.961,-1,-1,-1
499,UE1,-16.8561,-59.5128,1,59,2
500,UE1,-147.957,-504.876,1,59,58
501,UE1,232.535,85.0196,-1,-1,-1
502,UE1,-357.003,195.494,-1,-1,-1
503,UE1,-173.355,-158.842,1,59,1
504,UE1,35.9351,410.405,-1,-1,-1
505,UE1,-313.151,-129.583,-1,-1,-1
506,UE1,-105.676,49.1301,-1,-1,-1
507,UE1,97.5197,22.5941,1,59,173
508,UE1,-230.336,-353.106,1,59,2
509,UE1,-424.718,362.71,-1,-1,-1
510,UE1,473.567,-232.647,1,59,173
511,UE1,187.381,201.827,-1,-1,-1
512,UE1,151.11,-287.54,1,59,59
513,UE1,-57.6844,-505.572,1,59,59
514,UE1,99.2625,368.737,-1,-1,-1
515,UE1,134.496,-534.603,1,59,59
516,UE1,-64.4017,526.481,-1,-1,-1
517,UE1,393.06,274.05,-1,-1,-1
518,UE1,-268.176,407.567,-1,-1,-1
519,UE1,270.525,-345.674,1,59,59
520,UE1,58.9606,368.417,-1,-1,-1
521,UE1,414.498,-215.453,1,59,2
522,UE1,-546.601,144.294,-1,-1,-1
523,UE1,-77.6999,-181.363,1,59,2
524,UE1,-155.871,6.07018,-1,-1,-1
525,UE1,353.172,124.4,-1,-1,-1
526,UE1,208.823,-133.866,1,59,57
527,UE1,-293.671,-398.606,-1,-1,-1
528,UE1,-356.069,-3.86834,2,115,172
529,UE1,-484.263,-42.7571,2,115,115
530,UE1,133.211,-288.467,2,116,59
531,UE1,-122.96,-119.388,2,116,2
532,UE1,292.013,392.798,-1,-1,-1
533,UE1,70.4083,-398.084,2,116,59
534,UE1,-420.933,183.689,2,115,115
535,UE1,424.4,198.419,-1,-1,-1
536,UE1,545.019,183.457,-1,-1,-1
537,UE1,-163.118,378.663,2,115,115
538,UE1,437.508,-132.325,-1,-1,-1
539,UE1,-147.757,51.045,2,115,172
540,UE1,-224.53,-488.5,-1,-1,-1
541,UE1,533.845,-58.3426,-1,-1,-1
542,UE1,-486.414,-52.5629,2,115,172
543,UE1,-369.168,403.34,2,115,115
544,UE1,17.1906,160.063,2,116,116
545,UE1,-87.3797,-413.384,2,116,59
546,UE1,-158.448,-492.875,-1,-1,-1
547,UE1,-149.659,-342.71,2,116,2
548,UE1,-209.551,-120.282,2,115,172
549,UE1,163.962,-212.576,2,116,57
550,UE1,13.1087,413.393,2,114,114
551,UE1,-32.0604,279.818,2,114,114
552,UE1,241.244,-448.41,2,116,173
553,UE1,188.7,490.253,-1,-1,-1
554,UE1,-383.439,256.081,2,115,115
555,UE1,139.674,-98.4605,2,116,57
556,UE1,-542.303,-23.091,2,115,115
557,UE1,85.5029,-25.4529,2,116,173
558,UE1,-260.051,-198.868,2,115,172
559,UE1,465.555,-248.756,-1,-1,-1
560,UE1,-372.662,271.624,2,115,115
561,UE1,-127.627,130.723,2,115,115
562,UE1,-129.899,47.8609,2,115,172
563,UE1,-93.6021,-12.0081,2,116,0
564,UE1,37.8528,351.245,2,114,114
565,UE1,16.965,398.508,2,114,114
566,UE1,315.756,-265.618,2,116,2
567,UE1,-103.191,-477.644,-1,-1,-1
568,UE1,-137.177,532.323,-1,-1,-1
569,UE1,-461.443,-137.59,2,115,172
570,UE1,-370.178,-110.686,2,115,172
571,UE1,28.2817,-129.808,2,116,2
572,UE1,-247.885,429.285,2,115,115
573,UE1,494.625,259.584,-1,-1,-1
574,UE1,536.151,212.314,-1,-1,-1
575,UE1,59.0842,-386.754,2,116,2
576,UE1,-143.716,-168.403,2,116,2
577,UE1,-153.034,-60.6129,2,116,0
578,UE1,45.8381,156.978,2,116,171
579,UE1,296.975,239.85,2,114,171
580,UE1,-328.557,95.0098,2,115,115
581,UE1,291.857,-171.204,2,116,57
582,UE1,298.364,-348.269,2,116,2
583,UE1,209.165,84.5499,2,116,173
584,UE1,-435.956,-110.073,2,115,172
585,UE1,98.6338,-137.008,2,116,57
586,UE1,431.441,157.329,-1,-1,-1
587,UE1,231.791,275.284,2,114,171
588,UE1,-185.259,193.488,2,115,115
589,UE1,-174.721,336.376,2,115,115
590,UE1,40.6005,178.238,2,116,171
591,UE1,413.148,-336.06,-1,-1,-1
592,UE1,5.86225,387.594,2,114,114
593,UE1,354.495,-157.933,2,116,57
594,UE1,-115.118,-23.2112,2,116,0
595,UE1,441.826,-365.165,-1,-1,-1
596,UE1,-404.753,323.104,2,115,115
597,UE1,-141.723,254.921,2,115,115
598,UE1,-333.579,138.557,2,115,172
599,UE1,-478.376,310.37,2,115,172
600,UE1,292.91,-1.56068,2,116,173
601,UE1,124.858,51.5421,2,116,0
602,UE1,200.479,-163.409,2,116,57
603,UE1,-277.491,102.272,2,115,172
604,UE1,-438.172,253.724,2,115,172
605,UE1,-157.261,-430.45,-1,-1,-1
606,UE1,303.098,-321.069,2,116,2
607,UE1,-197.051,21.4602,2,115,0
